QUEST_20150317_000795	Feigling
QUEST_20190412_010780	This city feels a lot safer than the Capital...	이 도시는 왕국의 수도보다 훨씬 안전하구나..				파야우타
QUEST_20190412_010781	I thought they were gone for good...{nl}...but there's even more of them now.{nl}We need to deal with this now.	지난번에 분명 처리했다고 생각했는데..{nl}그 뒤로 더 많아진 것 같아.{nl}아무래도 정리를 해야 할 것 같아.				파야우타
QUEST_20190412_010782	You're just in time.{nl}I need to look in Central Square, you take care of those.	때맞춰 왔구나.{nl}중앙 광장을 살펴야 하는 데, 저 녀석들을 봐.				파야우타
QUEST_20190412_010783	I'll deal with the rest.{nl}Alright, I'm counting on you.	나머지는 네게 맡길게.{nl}그럼 부탁해				파야우타
QUEST_20190412_010784	That's magnetic dirt.	저게 자성을 띤 흙이야				파야우타
QUEST_20190412_010785	You focus on finding magnetic dirt.{nl}I can take care of the rest.	너는 자성을 띤 흙을 찾는 데 집중해줘.{nl}나머지는 내가 어떻게든 해볼게.				파야우타
QUEST_20190412_010786	Why does it feel like the monsters keep getting in our way whenever you're around...	왠지 너와 함께 다니면 몬스터들이 항상 길을 막아서는 느낌인걸..				파야우타
QUEST_20190412_010787	Can you handle them on your own?{nl}I'm can set up the Mark in the meantime.	우선 너 혼자 상대하고 있어 보겠어?{nl}난 표식을 설치하고 바로 돌아올게				파야우타
QUEST_20190412_010788	Look at the people here.{nl}They're terrified, but they keep holding on to their lives.{nl}Is it because of the big goddess statue?	이 도시의 사람들을 봐.{nl}겁에 질려 있어도 삶을 포기하진 않았어.{nl}저 큰 여신상 덕분인 걸까?				파야우타
QUEST_20190412_010789	Still, it's nice to finally see other people after so long.	그래도 오랜만에 사람 그림자를 보니 편안해지는 느낌이야.				파야우타
QUEST_20190412_010790	Are you sure you want to use {#FF0000}Dark Energy{/}?{nl}The buff will apply for {#FF0000}6 days{/} to your current {#FF0000}character{/} only. 	정말 {#FF0000}어둠의 기운{/} 아이템을 사용하시겠습니까?{nl}{#FF0000}6일{/} 동안 현재 {#FF0000}캐릭터{/}에만 적용됩니다. 				알림
QUEST_20190416_010791	Are you sure you want to use {#FF0000}Dark Energy{/}?{nl}The buff will apply for {#FF0000}6 days{/} to your current {#FF0000}character{/} only while inside {#FF0000}Velcoffer's Nest{/}.	정말 {#FF0000}어둠의 기운{/} 아이템을 사용하시겠습니까?{nl}{#FF0000}6일{/} 동안 현재 {#FF0000}캐릭터{/}에만 적용됩니다.{nl}({#FF0000}벨코퍼의 둥지{/}에서만 효과가 발동됩니다.)	QUEST_20190412_010790	Are you sure you want to use {#FF0000}Dark Energy{/}?{nl}The buff will apply for {#FF0000}6 days{/} to your current {#FF0000}character{/} only. 	정말 {#FF0000}어둠의 기운{/} 아이템을 사용하시겠습니까?{nl}{#FF0000}6일{/} 동안 현재 {#FF0000}캐릭터{/}에만 적용됩니다. 	알림
QUEST_20190419_010792	These must be our soldiers' supplies... Who are you?	이것은 저희 대원의 물품일 텐데.. 당신은 누구신가요?				탈환대 부관
QUEST_20190419_010793	... I see. Thank you for helping us, Revelator.	..그런 일이 있었군요. 저희 대원을 도와주셔서 감사합니다. 계시자님.				탈환대 부관
QUEST_20190419_010794	Recovery Squad Member	탈환대 대원				
QUEST_20190419_010795	A Revelator...! We can finally get back what's ours.{nl}My comrades and I promised we'd take back our town. I should go back and get ready for combat now. 	계시자님이 도와주신다니.. 동료들의 원한을 풀 수 있겠군요.{nl}동료들과 고향을 되찾겠다고 약속했습니다. 돌아가서 바로 전투에 참여할 수 있도록 정비하겠습니다. 				탈환대 대원
QUEST_20190419_010796	Master said we should focus on the investigation.{nl}If we go back now, we'll be in big trouble...	스승님께서는 현재 상황에서는 전투보다 탐사를 우선하라 말씀하셨습니다.{nl}지금 복귀하면 또 불같이 화를 내실 것 같은데..				탈환대 대원
QUEST_20190419_010797	Is Master joining the battle?{nl}He's only been giving us orders, but he never joins our battles.{nl}I'm starting to doubt his motives. 	스승님도 전투에 참여하시는 겁니까?{nl}스승님은 언제나 명령만 내릴 뿐 실제 전투에 참여하는 일은 없으셨습니다.{nl}정말 고향의 탈환이 목적인 건지 의심스럽습니다. 				탈환대 대원
QUEST_20190419_010798	I'm going to send Master a carrier pigeon!{nl}Just hold on!	전서구를 보내 스승님에게 연락을 취하도록 하겠습니다!{nl}잠시만 버텨주세요!				브로칼 히밀의 제자
QUEST_20190419_010799	You're here. The giant monster already ate the tranquilizer bait and is knocked out now.{nl}I'm going to attack it and try to create a diversion.	오셨군요. 거대 몬스터는 지금 수면제가 든 미끼를 먹고 자고 있습니다.{nl} 우선, 제가 녀석을 공격하여 시선을 끌도록 하겠습니다.				레이커 리더
QUEST_20190419_010800	This monster is extremely aggressive, it's going to come running as soon as it wakes up.{nl}When it comes for me, make sure to attack it from the side.	호전적인 녀석이라 자신의 잠을 방해하면 불같이 달려들 겁니다.{nl}계시자님은 거대 몬스터가 저를 공격하기 위해 달려들면 옆에서 기습을 해주세요.				레이커 리더
QUEST_20190419_010801	Uhh... I'm sorry, Revelator. I didn't mean to let it get away... I just froze, I didn't know what to do.{nl}But at least the poison seems to have worked. I could tell it was in pain after it attacked me.{nl}But don't worry about me, go find the monster and defeat it!	윽.. 죄송합니다. 계시자님. 설마 녀석이 도망갈줄은.. 예상치 못한 상황에 냉정하게 행동하지 못했네요.{nl}그래도 다행히 독은 통한듯합니다. 저를 공격한 직후 괴로워하더니 마무리를 하지 않고 도망갔습니다.{nl}저는 괜찮으니 어서 거대 몬스터를 쫓아 쓰러트려 주세요!				레이커 리더
QUEST_20190419_010802	I'd be done for if it wasn't for you. Thank you.	계시자님 덕분에 목숨을 건졌습니다. 감사합니다.				탈환대 대원
QUEST_20190419_010803	I really thought I was going to die. Thank you, Revelator.	이번에야말로 죽는다고 생각했습니다. 계시자님은 정말 강하시군요.				탈환대 대원
QUEST_20190419_010804	Select the Earth Tower area you wish to enter.	입장하실 대지의 탑 구간을 선택해주세요.				대지의 탑 알림판
QUEST_20190419_010805	So would you get me 10 Twinkling Star Pieces?{nl}Ah, right! This is important, so let me say that again.	그럼 반짝이는 별의 조각을 10개 모아주겠나?{nl}아참! 중요하니까 한 번 더 말해주겠네.				대장장이 테리아베리스
QUEST_20190419_010806	{#003399}Tip!{/} Twinkling Star Pieces dropped at{nl}- Legend Raids 	{#003399}Tip{/} 각 콘텐츠 별 반짝이는 별의 조각 지급 수량{nl}- 레전드 레이드 				대장장이 테리아베리스
QUEST_20190419_010807	 : x5{nl}- Unique Raids : x5{nl}- Challenge Mode Stage 5+: x2{nl}- Saalus Convent Missions: x1{nl}- Level Dungeons: x1	 클리어 : 5개{nl}- 유니크 레이드 클리어 : 5개{nl}- 챌린지 5단계 이상 클리어 : 2개{nl}- 수녀원 미션 클리어 : 1개{nl}- 레벨던전 클리어 : 1개				대장장이 테리아베리스
QUEST_20190419_010808	{#FF0000}Tip!{/}{nl}Your 	{#FF0000}Tip{/}{nl}콘텐츠를 클리어한 뒤 약 5초 정도 뒤에 				대장장이 테리아베리스
QUEST_20190419_010809	Twinkling Star Piece	반짝이는 별의 조각				대장장이 테리아베리스
QUEST_20190419_010810	s drop around 5 minutes after your clear the mission or dungeon!	을 얻을 수 있다네!				대장장이 테리아베리스
QUEST_20190419_010811	Alright, kid. I'll be waiting for those pieces!	그럼, 자네가 돌아오길 기다리고 있겠네!				대장장이 테리아베리스
QUEST_20190419_010812	I could use a lot more of those Twinkling Star Pieces.{nl}Everyone's coming in for better gear, you know.	반짝이는 별의 조각이 아주 많이 필요하다네.{nl}요즘 다들 더 좋은 장비를 만들어달라고 난리니까 말이야.				대장장이 테리아베리스
QUEST_20190419_010813	I've been working on a special type of gear, but I'm in a bit of a rut because of those pieces.{nl}Would you get me some Twinkling Star Pieces from the monsters?	이번에 특별한 장비를 만드려고 준비중인데 재료가 부족해서 말이야{nl}강력한 몬스터들이 가지고 있는 반짝이는 별의 조각을 가져다 줄 수 있겠나?				대장장이 테리아베리스
QUEST_20190419_010814	Hey, you already got ten of 'em. Thanks.{nl}Alright, here's one of my finest anvils. Have a go at it.	오! 벌써 10개를 다 모아왔군. 고맙네.{nl}자 여기 내가 아끼는 모루 중 하나를 넣어 놨다네. 한번 확인해보시게				대장장이 테리아베리스
QUEST_20190419_010815	Looks like you're still low on those Twinkling Star Pieces.{nl}Wanna grab a couple more?{nl}In case you forgot, let me say that again.	자네 주머니에 반짝이는 별의 조각이 좀 모자른것 같구만.{nl}좀 더 모아오는 게 어떤가?{nl}혹시 잊어버렸을 것 같아서 한 번 더 말해주겠네.				대장장이 테리아베리스
QUEST_20190419_010816	Now don't forget!	잊지말게나!				대장장이 테리아베리스
QUEST_20190419_010817	Sheriff Master	셰리프 마스터				
QUEST_20190419_010818	You never know who else is going to be aiming at you when you point that gun.	당신이 누군가에게 총구를 당길 때 또 다른 누군가가 당신을 겨누고 있을지도 모릅니다.				셰리프 마스터
QUEST_20190419_010819	The last thing you want to do in a fight is rush.{nl}Speed does have its place, but the real deal-breaker is precision.	한 발의 싸움이라도 성급하게 굴어선 안 됩니다.{nl}빠른 것도 좋지만 승패를 결정하는 건 정확도니까요.				셰리프 마스터
QUEST_20190419_010820	Matross Master	매트로스 마스터				
QUEST_20190419_010821	Before you shoot, you need to make sure no one's behind you.{nl}Got it?	무기를 쓸 때는 꼭 누군가 뒤에 있는지 확인하고 쏘셔야 해요.{nl}아셨죠?				매트로스 마스터
QUEST_20190419_010822	{nl}Otherwise you might end up getting blasted yourself.	{nl}안 그러면 둘 중 하나는 저 멀리 날아가 버릴지도 모른답니다.				매트로스 마스터
QUEST_20190419_010823	Ardito Master	아르디티 마스터				
QUEST_20190419_010824	Ah... Do you know where I can find a den of monsters?{nl}I feel like throwing some.	아~ 어디 몬스터나 마족들이 모여있는 곳 없으려나.{nl}몇 개만 던져보고 싶은데.				아르디티 마스터
QUEST_20190419_010825	What are you talking about?!{nl}I had nothing to do with that woman.{nl}I don't know what she's so angry about.	무슨 소리를 하는 건지 모르겠군!{nl}난 저 여자를 상대한 적이 없네.{nl}자기 혼자 화가 나서 소리를 지르고 있을 뿐이야.				바바리안 볼케
QUEST_20190419_010826	And you. If you're looking to get anything done here, don't you need a partner?	그리고 자네, 여기서 빨리 일을 끝내고 싶다면 누구와 함께 해야 할지 잘 알겠지?				바바리안 볼케
QUEST_20190419_010827	I've been hearing rumors about you since all the way back in Mors...{nl}You're just as unsufferable as I thought.{nl}If we're working with Wolke, count me out.	모르스에서도 고집불통이라고 소문이 자자하더니..{nl}왕국에서 조차 똑같군요.{nl}볼케님과 함께하겠다면 전 빠지겠습니다.				케도라 상단원 니르기
QUEST_20190419_010828	Are you ready to head up north?	북쪽으로 갈 준비가 되었어?				파야우타
QUEST_20190419_010829	Where will you go?	어디로 갈거야?				파야우타
QUEST_20190419_010830	I can't help you anymore, I've used too many marks.{nl}Sorry.	표식을 너무 많이 사용해서 더는 도와줄 수 없어.{nl}미안해.				파야우타
QUEST_20190419_010831	I'm here to support the many Saviors who are challenging Boruta.{nl}If you're ready now, I can help you too.	저는 이곳에서 드래곤 보루타를 상대할 구원자들을 지원하고 있습니다.{nl}구원자님께서 충분한 준비를 마치시면 지원을 요청드리겠습니다.	QUEST_20190104_010590	I'm here to support the many Saviors who are challenging Boruta.{nl}If you're ready now, I can help you too.	저는 이 곳에서 드래곤 보루타를 상대할 구원자들을 지원하고 있습니다.{nl}구원자님께서 충분한 준비를 마치시면 지원을 요청드리겠습니다.	큐폴 카제
QUEST_20190419_010832	You have not advanced into an eligible class.	대상 클래스로 전직하지 않아 지원해드릴 수 없습니다.	QUEST_20190223_010711	Your character hasn't advanced into an eligible class.	대상 클래스로 전직하지 않으셔서 포인트를 지급해드릴 수 없습니다.	초기화 지원 도우미
QUEST_20190419_010833	We are supporting Saviors who have advanced into classes affected by balance changes.{nl}	변경된 밸런스에 맞춰 특정 클래스로 선택하신 구원자님을 지원해드리고 있습니다.{nl}				초기화 지원 도우미
QUEST_20190419_010834	Please check the list of eligible classes.	지원 가능한 클래스를 확인해보세요.				초기화 지원 도우미
QUEST_20190419_010835	Swordsman Tree{nl}- Dragoon, Fencer{nl}Wizard Tree{nl}- Wizard, Cryomancer, Warlock, Featherfoot, Shadowmancer, Bokor, Taoist, Necromancer, Pyromancer, Sage, Elementalist{nl}Archer Tree{nl}- Hunter, Appraiser{nl}Cleric Tree{nl}- Druid, Pardoner, Miko{nl}Scout Tree{nl}- Shinobi, Assassin, Bullet Marker	소드맨 계열{nl} - 드라군, 펜서{nl}위저드 계열{nl} - 위저드, 크리오맨서, 워록, 페더풋, 섀도우맨서, 보코르, 도사, 네크로맨서, 파이로맨서, 세이지, 엘리멘탈리스트{nl}아처 계열{nl} - 헌터, 감정사{nl}클레릭 계열{nl} - 드루이드, 파드너, 무녀{nl}스카우트 계열{nl} - 시노비, 어쌔신, 불릿 마커				초기화 지원 도우미
QUEST_20190419_010836	Eligible classes can receive {#003399}Class Points{/} or the following items.{nl}- {#003399}Skill Reset Potion (14 Days){/}{nl}- {#003399}Attribute Reset Potion (14 Days){nl}	해당되는 클래스로 전직하신 경우 {#003399}클래스 변경 포인트{/} 혹은 다음 아이템을 지원 받으실 수 있습니다.{nl}- {#003399}스킬 초기화 포션(14일){/}{nl}- {#003399}특성 초기화 포션(14일){nl}				초기화 지원 도우미
QUEST_20190419_010837	{#003399}Tip 1{/}{nl}If you select the {#003399}Class Points{/}, you receive 1,000 points.{nl}{#FF0000}However, tree base classes receive compensation in the form of items.{/}{nl}E.g. if your build is Barbarian-Shinobi-Rogue, you receive the items plus 2,000 Class Points.	{#003399}Tip 1{/}{nl}{#003399}클래스 변경 포인트로 지원 받는다{/}  선택 시{nl} - 해당 되는 클래스 당 1,000 포인트 지급{nl}{#FF0000}단, 각 계열 기초 클래스의 경우 지원 아이템이 제공됩니다.{/}{nl}예시) 바바리안, 시노비, 로그로 전직한 경우 지원 아이템과 2,000 포인트를 획득				초기화 지원 도우미
QUEST_20190419_010838	{#003399}Tip 2{/}{nl}If you select the {#003399}reset items{/}, you receive all the items once per eligible character.{nl}{#FF0000}However, tree base classes receive additional items.	{#003399}Tip 2{/}{nl}{#003399}아이템으로 지원 받는다{/}  선택 시{nl}- 지원 아이템 총 1회 지급{nl}{#FF0000}단, 각 계열 기초 클래스의 경우 별도로 추가 지급합니다				초기화 지원 도우미
QUEST_20190419_010839	This character has already received compensation.{nl}You can receive the items once per eligible character only.	이미 지원 받은 캐릭터 입니다.{nl}더 이상 지원받을 수 없습니다.				초기화 지원 도우미
QUEST_20190419_010840	Select the location to enter.	진입할 위치를 선택해주세요				큐폴 카제
QUEST_20190419_010841	You cannot enter due to your {#FF0000}Mark: Familiar Foe{/}.	구원자님은 {#FF0000}표식 : 동족의 원수{/} 때문에 진입하실 수 없습니다.				큐폴 카제
QUEST_20190419_010842	Growth is certainly valuable in itself, but a little reward never hurt anyone. Bring me your {#003399}[Episode11] Growth Gems{/} and you, too, will understand.{nl}*{#003399}[Episode11] Growth Gems{/} can be obtained from Uska's event and the Growing Evergreen event.{nl}* New and Returning Saviors will be able to obtain {#003399}twice{/}the number of items from the exchange shop.	성장은 그 자체로 가치있는 일이지만, 보상이 따른다면 더욱 좋겠지요. {#003399}[Episode11] 성장의 보석{/}을 가져오시면, 이 말을 확인하실 수 있으실겁니다.{nl}*{#003399}[Episode11] 성장의 보석{/}은 우스카의 성장 지원 이벤트와 자라나라 나무나무 특별한 선물 이벤트에서 획득하실 수 있습니다.{nl}*신규 및 복귀 구원자님께는 상점에서 교환한 아이템을 {#003399}2배 지급{/} 해드립니다.				기사단장 우스카
QUEST_20190419_010843	Have you collected the {#003399}[Episode11] Adventure Sprouts{/}? Let me get you something in exchange for those. Just remember, no reward is more valuable than the time spent with your trusty allies.	{#003399}[Episode11] 탐험의 새싹{/}을 모아오셨습니까? 준비한 보상과 교환해드리겠습니다. 오늘 만나신 동료와 함께한 추억보다 값진 것은 없겠지만 말입니다.				기사단장 우스카
QUEST_20190419_010844	We've got a few special prizes ready to celebrate the arrival of the new Archer classes {#003399}Tiger Hunter{/} and {#003399}Matross{/}, and the new Scout classes {#003399}Ardito{/} and {#003399}Sheriff{/}. You only need to exchange them for {#003399}[Episode11] Adventure Sprouts{/}.	새로운 아처 클래스인 {#003399}산포{/}와 {#003399}매트로스{/}, 스카우트 클래스인 {#003399}아르디티{/}와 {#003399}셰리프{/}가 등장한 것을 기념하기 위해 특별한 보상을 마련했습니다. 보상은 {#003399}[Episode11] 탐험의 새싹{/}으로 교환하실 수 있습니다.				기사단장 우스카
QUEST_20190419_010845	* {#003399}[Episode11] Adventure Sprouts{/} can be obtained by:{nl}1. Clearing the following under the {#003399}[Budding Sprout]{/} or the {#003399}[Growing Together]{/} buffs{nl}- {#003399}Level dungeons{/}, {#003399}Mercenary Post and Saalus missions{/}, {#003399}Unique raids{/}, {#003399}Earth Tower{/}, {#003399}Velcoffer's Nest{/}, {#003399}Uphill Defense{/}, {#003399}Challenge Mode Stage 5+{/}{nl}2. Defeating monsters within your level range{nl}3. Joining the {#003399}Growing Evergreen event{/}	*{#003399}[Episode11] 탐험의 새싹{/}은 다음 경로로 획득하실 수 있습니다.{nl}1. {#003399}[자라나는 새싹]{/} 혹은 {#003399}[새싹과 함께한]{/} 버프를 지닌 상태에서 다음 콘텐츠 클리어{nl}- {#003399}레벨 던전{/}, {#003399}의뢰소 및 살러스 미션{/}, {#003399}유니크 레이드{/}, {#003399}대지의 탑{/}, {#003399}벨코퍼의 둥지{/}, {#003399}업힐 디펜스{/}, {#003399}챌린지 모드 5단계 이상{/}{nl}2. 자신의 레벨대 몬스터를 처치 시 일정 확률로 획득{nl}3. {#003399}자라나라 나무나무 특별한 선물 이벤트{/}로 획득				기사단장 우스카
QUEST_20190419_010846	We are supporting Saviors who have advanced into classes affected by balance changes.{nl}	변경된 밸런스에 맞춰 구원자님을 지원해드리고 있습니다.				초기화 지원 도우미
QUEST_20190419_010847	Thank you.{nl}I'm glad you were here to help protect the Divine Torch.{nl}	감사합니다.{nl}계시자님 덕분에 신성의 횃불을 지켜낼 수 있었어요.{nl}				수녀 라사
QUEST_20190419_010848	We would like to give you this, on behalf of everyone at the convent.{nl}It isn't much, but we hope you will find it useful.{nl}	이건 수녀원에서 감사의 의미로 드리는 답례에요.{nl}저희가 드릴 수 있는 게 이것뿐이라서 죄송하지만, 부디 도움이 될 수 있음 좋겠네요.{nl}				수녀 라사
QUEST_20190419_010849	Once again, thank you.{nl}Do come back and help us whenever you can.	다시 한 번, 정말로 감사합니다.{nl}괜찮으시다면 다음에도 부탁드려요.				수녀 라사
QUEST_20190419_010850	Banterer	밴터러				
QUEST_20190419_010851	I'm the one in charge around here... This ain't your area, is it...?	이 주변은 내가 담당하고 있는 구역이다.. 네녀석의 구역은 여기가 아니지 않느냐..				밴터러
QUEST_20190419_010852	Huh? You forgot...?{nl}Hold on... I don't think I've seen you before...{nl}	뭐? 그걸 까먹다니..{nl}가만, 너.. 처음 보는 녀석 같은데..{nl}				밴터러
QUEST_20190419_010853	Let me just ask you one question.{nl}What's the name of the human we support?	너에게 한 가지를 물어보겠다.{nl}우리는 어떤 인간과 손을 잡았지?				밴터러
QUEST_20190419_010854	Let me just ask you one question.{nl}What's the name of our demon monarch?	너에게 한 가지를 물어보겠다.{nl}우리가 모시는 마왕님은 누구지?				밴터러
QUEST_20190419_010855	Let me just ask you one question.{nl}What's the reason we're stationed here?	너에게 한 가지를 물어보겠다.{nl}우리가 이곳에 있는 이유는 무엇일까.				밴터러
QUEST_20190419_010856	Let me just ask you one question.{nl}Who's the subordinate we manage but who isn't stationed here?	너에게 한 가지를 물어보겠다.{nl}우리는 이곳에 다른 부하들을 관리하고 있지. 이곳에 없는 부하는 누구지?				밴터러
QUEST_20190419_010857	Let me just ask you one question.{nl}Who's our enemy?	너에게 한 가지를 물어보겠다.{nl}우리의 적은 누구지?				밴터러
QUEST_20190419_010858	Huh... My mistake.{nl}Alright, here's what's gonna happen.{nl}	흠.. 착각이었나 보군.{nl}그래, 이야기해주지.{nl}				밴터러
QUEST_20190419_010859	When the Resistance go inside the Astral Tower, we're gonna attack them here.{nl}Got it? Then go back to your position.	저항군 녀석들이 별의 탑에 들어가는 동안, 이곳을 기습할 예정이다.{nl}알겠으면 네 구역으로 돌아가라.				밴터러
QUEST_20190419_010860	The attack's gonna happen after sunset, when the moon is over the trees.{nl}Got it? Then go back to your position.	공격 시기는 해가 지고 달이 나무에 오를 때의 시간에 실시한다.{nl}알겠으면 네 구역으로 돌아가라.				밴터러
QUEST_20190419_010861	This time we're gonna go all out on them when they least expect.{nl}Got it? Then go back to your position.	이번 공격은 방심한 틈을 노려 큰 피해를 주도록 총공격이 될 것이다.{nl}알겠으면 네 구역으로 돌아가라.				밴터러
QUEST_20190419_010862	Our general Banshee Boss is gonna join us in the attack this time.{nl}Got it? Then go back to your position.	이번 공격에는 공격 대장이신 밴시보스님께서 직접 나선다고 하셨다.{nl}알겠으면 네 구역으로 돌아가라.				밴터러
QUEST_20190419_010863	If our attack works, we're gonna destroy not just the Resistance, but the entire Schaffenstar with it!{nl}Got it? Then go back to your position.	이번 공격이 성공하면 별의 탑으로 직격해 저항군 말고도 샤펜스타까지 모두 쓸어버릴 것이다.{nl}알겠으면 네 구역으로 돌아가라.				밴터러
QUEST_20190419_010864	Poor guy must have gone through a lot...{nl}Sad we didn't come to hear about it until now.{nl}	그 친구도 이래저래 고생이 많았을텐데..{nl}그런 일들이 있었는데 왜 지금껏 말을 안 했는지 안타깝군요.{nl}				저항군 부관 벤자미나스
QUEST_20190419_010865	I'll get ready to leave as soon as possible.{nl}I'm counting on you in the meantime.	최대한 빨리 준비해서 가겠습니다.{nl}그 동안만이라도 잘 부탁드립니다.				저항군 부관 벤자미나스
QUEST_20190419_010866	It's too early to give up!	아직 포기하기엔 이르네!				저항군 부관 벤자미나스
QUEST_20190419_010867	Not gonna lie, this feels like a trap...	아무래도 지금 입력한 답은 함정인 것 같다..				None
QUEST_20190419_010868	Select a Crystal Piece to place on the foothold.	발판에 놓을 수정 조각을 선택해 주십시오.				안내
QUEST_20190419_010869	Take the Crystal Piece placed on the foothold?	현재 발판 위에 놓은 수정 조각을 가져가시겠습니까?				안내
QUEST_20190419_010870	Thought you could get rid of it that easily, did you?{nl}Tsk, tsk... And you didn't even know about me? 	그렇게 쉽게 너희 마음대로 없앨 수 있다고 생각하는 건 아니겠지?{nl}섭섭한걸~, 이곳을 지키는 나의 존재는 몰랐나 보구나? 				???
QUEST_20190419_010871	Demon Lord Moringponia	마군주 모링포니아				
QUEST_20190419_010872	What, did you think I wouldn't notice all that racket?{nl}You're pretty brave for messing with our business... I don't suppose you're counting on getting away with it...?	그렇게 펑펑 터트리고 다니면 시끄러워서라도 눈치채지 않겠어?{nl}잘도 우리의 일을 방해하다니.. 무사히 넘어간다고 생각한 건 아니겠지?				마군주 모링포니아
QUEST_20190419_010873	Found a strange Crystal Piece.{nl}Try and find more.	이상한 수정 조각을 발견했다.{nl}혹시 모르니 더 찾아보자.				None
QUEST_20190419_010874	Found enough Crystal Pieces to place on the footholds.{nl}Return to the obelisk and place the Crystal Pieces on the footholds.	수정 조각이 발판의 개수만큼 다 모여졌다.{nl}이제 오벨리스크로 돌아가 이걸 발판에 놓아보자.				None
QUEST_20190419_010875	I'm glad to hear the Goddess Statue worked.{nl}But the evil energy hasn't completely disappeared yet.{nl}Where could it be spreading from...? I'll have to investigate some more.	제가 드렸던 여신상이 효과가 있어 다행이군요.{nl}하지만 그렇다고 사악한 기운은 완전히 사라지지 않은 듯 하군요.{nl}대체 그 기운은 어디서 퍼지는건지.. 나중에 조사를 해봐야겠습니다.				엑소시스트 마스터
QUEST_20190419_010876	Gotcha. Mwahahah!	드디어 찾았다. 크하하!				카르타스
QUEST_20190419_010877	Go! Go and catch them once and for all!	가라! 가서 도망치지 못하게 붙잡아둬라!				카르타스
QUEST_20190419_010878	Ah... Evil beings are headed our way.{nl}Kartas must have found us.{nl}	아.. 사악한 존재들이 이쪽으로 다가오고 있어요.{nl}아무래도 카르타스가 이곳을 눈치챈 것 같아요.{nl}				여신 메데이나
QUEST_20190419_010879	What's more, in this state we won't be able to fight him.{nl}I suppose... I could hide you and Illina away from Kartas' eyes.{nl}Please, come this way...	게다가 지금 상태로는 카르타스와 대적하기에는 무리에요.{nl}하지만.. 카르타스의 눈을 속여 계시자님과 일리나를 숨겨줄 수는 있겠네요.{nl}어서 제 쪽으로..				여신 메데이나
QUEST_20190419_010880	Do not worry. Kartas will not be able to harm me.{nl}There is a reason he has been chasing after me for so long.{nl}	너무 걱정마렴. 카르타스는 지금 당장 날 어찌하지 못할 거야.{nl}그가 오랜 시간 동안 날 쫓아다닌 건 분명한 목적이 있기 때문이니까.{nl}				여신 메데이나
QUEST_20190419_010881	I believe it may have to do with these seeds...{nl}But if we can only use his temperament against him...{nl}	아마도 그 목적이 이 신수의 씨앗 같기도 하고..{nl}하지만 그의 성격을 잘만 이용한다면..{nl}				여신 메데이나
QUEST_20190419_010882	Oh no... We must hurry!	이런.. 서둘러야겠어!				여신 메데이나
QUEST_20190419_010883	Mwahaha! Here you are, Medeina! Hidden in your little corner!	크하하! 잘도 이런 구석에 숨어있었구나. 메데이나!				카르타스
QUEST_20190419_010884	Still got those old powers of yours, hey?{nl}I'm surprised...! Hahah.	게다가 아직 그런 힘이 남아있었다니.{nl}솔직히 놀라운데? 크흐흐..				카르타스
QUEST_20190419_010885	Kartas!{nl}I don't know what it is you want, but you won't have it your way.	카르타스!{nl}그대가 뭘 원하는지는 모르겠지만, 뜻대로 되진 않을 거예요.				여신 메데이나
QUEST_20190419_010886	Bwahaha! I'm not too worried about that, my dear.{nl}Besides...	크하하! 아니야. 뜻대로 되지 않는 건 내가 아니야.{nl}게다가..				카르타스
QUEST_20190419_010887	Looks like that's no ordinary stick you got there, is it?{nl}I'll take that, thank you.{nl}	품안에 숨겨둔 걸 보니 이 나뭇가지가 평범한 건 아닌가 보군.{nl}이건 내가 가져가야겠어.{nl}				카르타스
QUEST_20190419_010888	And Medeina. I'm gonna need you to come with me.	그리고 메데이나. 너도 나와 함께 움직여줘야겠어.				카르타스
QUEST_20190419_010889	Medeina, sweetheart. You know my patience is short, why are you trying to test it?{nl}Let me ask you one more thing.{nl}	크으으.. 메데이나. 내 인내심을 잘 알고 있을 텐데 왜 그러는 거지?{nl}마지막으로 물어보지.{nl}				카르타스
QUEST_20190419_010890	How does one revive from inside the Divine Tree?{nl}How do you do it!!{nl}	신수로 환원되었을 때 부활할 수 있는 방법!{nl}그 방법에 관해 얘기해!{nl}				카르타스
QUEST_20190419_010891	And that stick of yours. What does it have to do with all of this!?	네가 가지고 있던 나뭇가지. 이것과도 무슨 관련이 있겠지!				카르타스
QUEST_20190419_010892	My answer remains the same, Kartas.{nl}I will not tell those who search for the answer.	내 대답은 똑같습니다. 카르타스.{nl}방법이 있다 한들 그대에게는 말하지 않을 거예요.{nl}				여신 메데이나
QUEST_20190419_010893	Come to think of it...{nl}It seems Giltine wasn't the one who commanded you to find me.{nl}	그러고 보니..{nl}내가 보기엔 그대는 길티네의 명령으로 날 찾고 있던 게 아닌가 보군요.{nl}				여신 메데이나
QUEST_20190419_010894	Oh... I see.{nl}	아아.. 이제 알겠어요.{nl}				여신 메데이나
QUEST_20190419_010895	You and Giltine must have different goals, no doubt about that.	그대는 길티네와 다른 이상을 가지고 있는 게 분명하군요.				여신 메데이나
QUEST_20190419_010896	Heheh. I don't follow Giltine because we have the same goals, sweetie.{nl}I follow her because she's stronger than me!	크흐흐! 내가 길티네님을 따르는 건 같은 이상을 갖고 있어서가 아니야.{nl}그저 나보다 강하기 때문에 따르는 것 뿐이다!				카르타스
