SKILL_20150317_000001	Angriff
SKILL_20180517_011756	* Erhöht die kritische Trefferchance von [Scharfäugig] für 5 Sekunden um 20 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180517_011757	Wagenrad: Schaden durch Niederschlagen
SKILL_20180517_011758	* Wenn ein Gegner, der von [Wagenrad] in die Luft gewirbelt wurde, wieder auf dem Boden landet, erleiden er und Gegner im Umfeld 50 % Schaden aus deinem physischen Angriff.
SKILL_20180517_011759	Synchro-Stoßen: Kritische Trefferchance
SKILL_20180517_011760	Erhöht die Chance für den nächsten kritischen Angriff für 5 Sekunden pro Attributsstufe um 5 %, wenn ein Angriff erfolgreich mit [Synchro-Stoßen] abgewehrt wurde.
SKILL_20180517_011761	Schildangriff: Rückschlag
SKILL_20180517_011762	Erhöht die Rückschlagdistanz von [Schildangriff] um 1 m pro Stufe.
SKILL_20180517_011763	Mehrfachschuss: SP-Wiederherstellung
SKILL_20180517_011764	Stellt Attributsstufe x 5 % SP wieder her, wenn [Mehrfachschuss] kritisch ist.
SKILL_20180517_011765	Treffsicherheit: Verbleibende Angriffsgeschwindigkeit
SKILL_20180517_011766	Die Angriffsgeschwindigkeit, die unter der Wirkung von [Treffsicherheit] verloren geht, verringert sich um 5 % pro Attributsstufe.
SKILL_20180517_011767	Steinschuss: Betäuben
SKILL_20180517_011768	Erhöht die Chance von [Steinschuss], [Betäuben] zu bewirken, um 5 % pro Stufe.
SKILL_20180517_011769	Kniender Schuss: Auf 2 verbessern
SKILL_20180517_011770	Hebt den Erhöhungseffekt des physischen Angriffs von [Kniender Schuss] auf den eines Bogenschützen des 2. Kreises an.
SKILL_20180517_011771	Kniender Schuss: Auf 3 verbessern
SKILL_20180517_011772	Hebt den Erhöhungseffekt des physischen Angriffs von [Kniender Schuss] auf den eines Bogenschützen des 3. Kreises an.
SKILL_20180517_011773	Treffsicherheit: Auf 2 verbessern
SKILL_20180517_011774	Hebt den zusätzlichen Schaden von [Treffsicherheit] auf den eines Bogenschützen des 2. Kreises an.
SKILL_20180517_011775	Treffsicherheit: Auf 3 verbessern
SKILL_20180517_011776	Hebt den zusätzlichen Schaden von [Treffsicherheit] auf den eines Bogenschützen des 3. Kreises an.
SKILL_20180517_011777	Peltasta Kreis 2, Wächter Stufe 6 benötigt
SKILL_20180525_011778	Feenkardinal
SKILL_20180525_011779	Erhöhter zusätzlicher Feuerschaden
SKILL_20180623_011780	Goldball-Wochenenden
SKILL_20180623_011781	Bewegungsgeschwindigkeit +1, Dungeoninstanz-Silberbelohnung +100 %
SKILL_20180629_011782	Rattenfänger-Quest-Fertigkeit 1
SKILL_20180629_011783	Rattenfänger-Quest-Fertigkeit 2
SKILL_20180629_011784	Rattenfänger-Quest-Fertigkeit 3
SKILL_20180629_011785	Rattenfänger-Quest-Fertigkeit 4
SKILL_20180629_011786	Rattenfänger-Quest-Fertigkeit 5
SKILL_20180629_011787	Leichter Tritt
SKILL_20180629_011788	Normaler Tritt
SKILL_20180629_011789	Harter Tritt
SKILL_20180629_011790	{#DD5500}{ol}[Schlag]{/}{/}{nl}Pfähle ein kleines oder mittelgroßes Monster mit dem Speer. Mit dem aufgespießten Gegner kannst du andere Gegner angreifen. Fügt Gegnern, die mit [Schock] belegt sind, kritischen Schaden zu.
SKILL_20180629_011791	Öffnet einen Laden, um beschädigte Ausrüstung zu reparieren. Gegenstände können über die maximale Haltbarkeit hinaus repariert werden und halten dann länger. Die Ladenpreise sind höher, wenn dieser sich in einer Karte mit Dungeon befindet.
SKILL_20180629_011792	Ausrüstungswartung
SKILL_20180629_011793	Öffnet einen Laden, um Waffen und Rüstungen zu bearbeiten, um ihre Fähigkeiten vorübergehend zu verbessern. Rüstungsverbesserungen sind nur für Oberteile, Beinkleider und Schildgegenstände. Die Ladenpreise sind höher, wenn dieser sich in einer Karte mit Dungeon befindet.
SKILL_20180629_011794	[Fertigkeitsstufe] + [Ausrüstungsstufe] * [Grad] = ANG-Erhöhung.{nl}Angriffsanzahl: x #{CaptionRatio}#{nl}[Fertigkeitsstufe] + [Ausrüstungsstufe] * [Grad] = ABW-Erhöhung.{nl}Angriffsanzahl: x #{CaptionRatio2}#{nl}Dauer: 1 Stunde
SKILL_20180629_011795	{#DD5500}{ol}[Physisch] – [Hieb]{/}{/}{nl}Springe in die Luft, während du deinen Speer nach oben stößt. Fügt fliegenden Gegnern zusätzlichen Schaden zu.
SKILL_20180629_011796	Muay Thai
SKILL_20180629_011797	Wenn du die Fertigkeit "Nak Muay" nutzt, wird die Abklingzeit aller "Nak Muay"-Fertigkeiten (außer "Muay Thai") jeweils um 1 Sekunde reduziert. Standardangriffe reduzieren die Abklingzeit nicht.
SKILL_20180629_011798	Dauer: 10 Sekunden{nl}Max. Stufe: 1
SKILL_20180629_011799	Physischer Angriff: -#{CaptionRatio}# %{nl}Magischer Angriff: -#{CaptionRatio}# %{nl}Ausweichen: -#{CaptionRatio2}#{nl}Schaden durch magische Kreise: +#{CaptionRatio3}# %{nl}{#339999}{ol}Dauer von [Lethargie]{/}{/}: #{CaptionTime}# Sekunden
SKILL_20180629_011800	Angriff: #{SkillFactor}# %{nl}Wirkzeit: 3 Sekunden{nl}Flächenangriffsmodifikator #{SkillSR}#
SKILL_20180629_011801	Erzeugt einen Schoggoth, dessen Werte auf den im Nekronomikon platzierten Karten basieren. Angriff und Abwehr des beschworenen Schoggoths hängen von der Fertigkeitsstufe ab. Angriff und Abwehr des Schoggoths erhöhen sich um 5 % pro Stern auf der Karte. Im Nekronomikon können nur Karten mit Tieren, Pflanzen und Mutanten abgelegt werden.
SKILL_20180629_011802	Eröffnet einen Laden, um verborgene Fähigkeiten in Gegenständen zu erwecken. Die Gegenstände erhalten neue Werte, verlieren aber Potenzial.
SKILL_20180629_011803	Die erhaltenen Werte variieren von Waffe zu Waffe.{nl}Max. Stufe: 1
SKILL_20180629_011804	{#DD5500}{ol}[Geschoss: Bogen]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Angriffsgeschwindigkeit]{/}{/}{nl}Feuert einen Pfeil mit einer hohen Chance auf einen kritischen Treffer beim Ziel. Erhöht den kritischen Schaden des Wirkers, wenn ein Entscheidungsschuss gelandet wird.
SKILL_20180629_011805	Angriff: #{SkillFactor}# %{nl}Zusätzliche kritische Trefferchance: 100 %{nl}Max. 5 Stapel{nl}Der kritische Schaden erhöht sich um 10 % pro Stapel.
SKILL_20180629_011806	Schaden: +#{CaptionRatio}# %{nl}Zusätzlicher Schaden: #{CaptionRatio2}#{nl}Dauer: 5 min
SKILL_20180629_011807	{#DD5500}{ol}[Geschoss: Bogen]{/}{/}{nl}Feuert einen in Spiralen fliegenden Pfeil ab, der mehrere Ziele treffen kann. Nutzt du bei einem Gegner mehrere Spiralschüsse, erhöht sich die Anzahl der Treffer in Folge. Spiralschuss ignoriert außerdem Teile der Abwehr des Ziels.
SKILL_20180629_011808	Angriff: #{SkillFactor}# %{nl}Ziele: #{CaptionRatio}#{nl}Verbraucht Fallenset x #{SpendItemCount}#.
SKILL_20180629_011809	Angriff: #{SkillFactor}# %{nl}Wirkzeit: 3 Sekunden{nl}Dauer: #{CaptionRatio2}# Sekunden{nl}Verbraucht Fallenset x #{SpendItemCount}#.
SKILL_20180629_011810	Angriff: #{SkillFactor}# % x Zahl der Treffer{nl}Fallendauer: 15 Sekunden{nl}Verbraucht Fallenset x #{SpendItemCount}#.
SKILL_20180629_011811	Angriff: #{SkillFactor}# %{nl}Anzahl der Pfeile: #{CaptionRatio}#{nl}Platzierungsreichweite #{CaptionRatio2}#{nl}Verbraucht Fallenset x #{SpendItemCount}#.
SKILL_20180629_011812	Angriff: #{SkillFactor}# % alle 2 Sekunden{nl}{#339999}{ol}Angriff von [Giftinsekt]{/}{/}: #{SkillFactor}# %{nl}{#339999}{ol}Max. von [Giftinsekt]{/}{/}: #{CaptionRatio}#{nl}{#339999}{ol}Dauer von [Giftinsekt]{/}{/}: 3 Sekunden{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20180629_011813	Versetzt deine Waffe mit einem tödlichen Gift, durch das Gegner bei Angriffen Schaden erleiden.{nl}Schaden erhöht sich mit STÄ.
SKILL_20180629_011814	Zhendu-Dauer: #{CaptionTime}# Sekunden{nl}Giftangriff: #{CaptionRatio}#{nl}Zusätzlicher Giftschaden: #{CaptionRatio2}#{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20180629_011815	Schleichende Vergiftung
SKILL_20180629_011816	{#DD5500}{ol}[Geschoss: Bogen] – [Gift]{/}{/}{nl}Feuert einen giftigen Pfeil ab, der über einen langen Zeitraum kontinuierlich Schaden verursacht. Je stärker die Infektion, desto höher der Schaden.{nl}
SKILL_20180629_011817	Angriff: #{SkillFactor}# % pro 1 Sekunden{nl}Schadenserhöhung pro Sekunde: #{CaptionRatio}# %{nl}Dauer: #{CaptionRatio2}# Sekunden{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20180629_011818	Pesthauch
SKILL_20180629_011819	{#DD5500}{ol}[Physisch] – [Gift]{/}{/}{nl}Wirf ein Fläschchen Gift auf den Boden, damit es zerbricht. Eine Giftwolke bildet sich über dem Fläschchen und vergiftet Gegner innerhalb der Reichweite.
SKILL_20180629_011820	Angriff: #{SkillFactor}# % pro 1 Sekunden{nl}Dauer der Giftwolke: #{CaptionTime}# Sekunden{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20180629_011821	Zunehmender Fluch
SKILL_20180629_011822	Verstärkt die Intensität des Gifts, das durch die Adern der Gegner fließt. Die Wirkungsdauer des Gifts verringert sich, aber der Schwächungszyklus wird beschleunigt.
SKILL_20180629_011823	{#339999}{ol}Reduktion der Dauer von [Giftschwächung]{/}{/}: #{CaptionRatio}# %{nl}{#339999}{ol}Zyklusbeschleunigung von [Giftschwächung]{/}{/}: #{CaptionRatio}# %{nl}Zusätzlicher Giftschaden x2{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20180629_011824	Angriff: #{SkillFactor}# %{nl}Physische Abwehr: -#{CaptionRatio}# %{nl}Verbraucht 1 Bodkin-Pfeilspitze.
SKILL_20180629_011825	Angriff: #{SkillFactor}# %{nl}Ziele mit Stoffrüstung: 5 Treffer{nl}Ziele mit Lederrüstung: 3 Treffer{nl}Ziele mit Plattenrüstung: 1 Treffer{nl}Ziele mit Geisterrüstung: Null{nl}Verbraucht 1 Hakenpfeil.
SKILL_20180629_011826	{#DD5500}{ol}[Geschoss: Bogen]{/}{/}{nl}Feuert einen Pfeil ab, der Flammen entzündet, die bei Gegnern, die den Zielbereich betreten Schaden über Zeit verursacht. Ziele, die auf die Flamme treten, erleiden kontinuierlich Schaden.
SKILL_20180629_011827	Dauer: #{CaptionTime}# Sekunden{nl}Zusätzlicher Pistolenangriff: #{CaptionRatio2}# %{nl}Verbraucht #{CaptionRatio}# SP pro Angriff.{nl}Kann während des Reitens verwendet werden.
SKILL_20180629_011828	Angriff: #{SkillFactor}# % alle 0,2 Sekunden{nl}Dauer: #{CaptionRatio}# Sekunden
SKILL_20180629_011829	Eröffnet einen Laden, um unbekannte Gegenstände zu identifizieren. Je höher die Fertigkeitsstufe, desto höher die Chancen, dem Gegenstand zusätzliche Werte zu geben.
SKILL_20180629_011830	Erhöht die Chance auf zusätzliche Gegenstandswerte.
SKILL_20180629_011831	Dissonanz
SKILL_20180629_011832	Spiele die Flöte, um Gegner im Umfeld zu betäuben. Nutzt man dies bei versteckten Gegnern, werden die Versteck-Effekte unterbrochen und die Gegner betäubt. Je höher die Fertigkeitsstufe, desto größer die Reichweite.
SKILL_20180629_011833	Reichweite: #{CaptionRatio}#{nl}Dauer von Betäubung: 3 Sekunden{nl}Max. Stufe: 5
SKILL_20180629_011834	Wiegenlied
SKILL_20180629_011835	Spiele die Flöte, um Gegner im Umfeld in den Schlaf zu versetzen. Schlafende Gegner können weder ausweichen noch blocken. Wenn Gegner nach dem Angriff erwachen, ist ihre Präzision aufgrund der Schwächung "Schläfrigkeit" vorübergehend verringert.
SKILL_20180629_011836	Dauer: 10 Sekunden{nl}Limit von Wiegenliedangriff: 1{nl}Dauer von Schläfrigkeit: #{CaptionRatio}# Sekunden{nl}Schwächung der Präzision: #{CaptionRatio2}#
SKILL_20180629_011837	Hypnotische Flöte
SKILL_20180629_011838	Spiele die Flöte, um Monster im Umfeld zu hypnotisieren. Hypnotisierte Monster folgen deinem Charakter und können weder ausweichen noch blocken. Gilt nur für normale Monster.
SKILL_20180629_011839	Max. Ziele: #{CaptionRatio}#{nl}Max. Dauer: 10 Sekunden
SKILL_20180629_011840	Hameln Nagetier
SKILL_20180629_011841	{#DD5500}{ol}[Physisch] – [Stoß]{/}{/}{nl}Beim Wirken bestimmter Rattenfänger-Fertigkeiten wird eine Maus beschworen, und du erhältst die Verstärkung "Hameln Nagetier". Du kannst maximal 5 Mäuse gleichzeitig haben. Sobald die Mäuse beschworen sind, kannst du die Fertigkeit "Hameln Nagetier" erneut nutzen, um die Mäuse an einem ausgewählten Ort angreifen zu lassen. Die Mäuse verschwinden alle wieder, wenn die Verstärkung "Hameln Nagetier" abgebrochen wird.
SKILL_20180629_011842	Angriff: #{SkillFactor}# %{nl}Maus-beschwören-Fertigkeit:{nl}– Dissonanz{nl}– Wiegenlied{nl}– Hypnotische Flöte{nl}– Friedenslied{nl}– Marschlied
SKILL_20180629_011843	Friedenslied
SKILL_20180629_011844	Spiele die Flöte, um Verbündete und Gegner 5 Sekunden lang gemeinsam tanzen zu lassen.
SKILL_20180629_011845	Ziele: #{CaptionRatio}#{nl}Max. Dauer: 5 Sekunden
SKILL_20180629_011846	Marschlied
SKILL_20180629_011847	Gewährt eine Verstärkung, die dich und deine Gruppenmitglieder gegen Rückschlag und Niederschlagen immun macht. Der Verstärkungszähler verringert sich mit jedem erlittenen Angriff.
SKILL_20180629_011848	Blocken: #{CaptionRatio}#{nl}Dauer: 60 Sekunden
SKILL_20180629_011849	Angriff: #{SkillFactor}# %{nl}Heilfaktor: #{SkillFactor}# %{nl}Dauer des magischen Kreises: #{CaptionTime}# Sekunden{nl}Anzahl der Heilungskreise: #{CaptionRatio3}#
SKILL_20180629_011850	Erhöht Fähigkeit des Wirkers, zu heilen.
SKILL_20180629_011851	Dauer von "Schutzhilfe": 60 Sekunden{nl}Heilung: +#{CaptionRatio}# %
SKILL_20180629_011852	Heilfaktor: #{SkillFactor}# %{nl}Brenndauer der Fackel: #{CaptionTime}# Sekunden{nl}Zusätzlicher Feuerschaden pro magischem Angriff: #{CaptionRatio2}#
SKILL_20180629_011853	Erschafft einen magischen Kreis, der die bei dir und deinen Gruppenmitgliedern aktiven nützlichen Effekte vorübergehend aufrechterhält. Effekte können nicht mehr als 20 Sekunden verlängert werden. Gilt nicht für Unverwundbarkeitseffekte.
SKILL_20180629_011854	Dauer: +#{CaptionRatio2}# %{nl}Verbraucht 5 Einheiten Heiligpuder.
SKILL_20180629_011855	Stellt die HP von Verbündeten im Umfeld wieder her.
SKILL_20180629_011856	Heilfaktor: #{SkillFactor}# %
SKILL_20180629_011857	Verfügbare Warps: #{CaptionRatio}#{nl}Dauer der Statue: 30 Sekunden{nl}Verbraucht 1 Einheit Skulpturenholz.
SKILL_20180629_011858	SP-Kosten: -#{CaptionRatio}#{nl}SP-Wiederherstellung wird um 5 Sekunden verkürzt.{nl}Dauer der Statue: #{CaptionRatio2}# Sekunden{nl}Verbraucht 1 Einheit Skulpturenholz.
SKILL_20180629_011859	Abklingzeit: -#{CaptionRatio}# %{nl}Bewegungsgeschwindigkeit: -#{CaptionTime}#{nl}Dauer der Statue: #{CaptionRatio2}# Sekunden{nl}Verbraucht 1 Einheit Skulpturenholz.
SKILL_20180629_011860	Angriff: #{SkillFactor}# % x 3 Treffer{nl}Blocken: #{CaptionRatio}#{nl}Dauer: 25 Sekunden{nl}Verbraucht 2 Einheiten Skulpturenholz.
SKILL_20180629_011861	Dauer der Statue: #{CaptionRatio}# Sekunden{nl}Verbraucht 1 Einheit Skulpturenholz.
SKILL_20180629_011862	{#339999}{ol}Dauer von [Segen der Göttin]{/}{/}: #{CaptionRatio}# Sekunden{nl}Dauer der Statue: 30 Sekunden{nl}Verbraucht 1 Einheit Skulpturenholz.
SKILL_20180629_011863	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Verursacht Lichtschaden bei Gegnern im Umfeld. Dabei besteht eine Chance, Mutanten oder Dämonen sofort zu besiegen. (Gilt nicht für Charaktere oder Monsteranführer).
SKILL_20180629_011864	Magische Abwehr +#{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden{nl}Verbraucht 10 Einheiten Weihwasser
SKILL_20180629_011865	Öffne einen Laden, um deine Fertigkeiten mit nützlichen Effekten zu verkaufen. Die Ladenpreise sind höher, wenn dieser sich in einer Karte mit Dungeon befindet.
SKILL_20180629_011866	{#DD5500}{ol}[Physisch] – [Schlag]{/}{/}{nl}Greife einen Gegner mit Geld an, das als Opfergabe gesammelt wurde. Bei dem Angriff besteht eine Chance von 10 %, dass Gegner sofort besiegt werden (Charaktere und Anführer ausgenommen). Die Chance auf einen sofortigen Tod des Gegners erhöht sich, abhängig von deiner WEI, bis zum 2-Fachen.
SKILL_20180629_011867	{#993399}{ol}[Magisch] – [Gift]{/}{/}{nl}Vorübergehend wächst Gras im Zielbereich. Monster innerhalb des Zielbereichs werden zu Pflanzenmonstern. Verbündete, die den Bereich betreten, erhalten die Verstärkung "Blumenduft". Außerdem werden ihre HP wiederhergestellt. Gegner, die den Bereich betreten, erhalten die Schwächung "Vorschnell" und erleiden kontinuierlich Schaden.
SKILL_20180629_011868	Angriff: #{SkillFactor}# %{nl}Wiederherstellung durch Blumenduft: #{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20180629_011869	Verwandelt dich vorübergehend in einen Wolf. Nach der Verwandlung werden Gegner im Umfeld provoziert. Zusätzliche Provokation wird angewandt, wenn Wolfsfertigkeiten genutzt werden. Solange du verwandelt bist, kannst du die Fertigkeiten deines Charakters nicht nutzen, und seine SP werden kontinuierlich verbraucht. In Wolfsgestalt erhöhen sich einige deiner Werte, und du stellst 2 % deines Maximums wieder her. Alle 8 Sekunden gibt es HP. Du kannst auch "Sprint" nutzen.
SKILL_20180629_011870	Wolfsfertigkeiten aktiviert{nl}Zusätzlicher Schaden: +#{CaptionRatio}# %{nl}Kritische Trefferchance: +#{CaptionRatio2}#{nl}Standard-Bewegungsgeschwindigkeit: +10{nl}Max. HP: +100 %{nl}Physische und magische Abwehr: +50 %{nl}Blockdurchdringung: +400{nl}Max. Dauer: 30{nl}Verbraucht 91 SP pro Sekunde
SKILL_20180629_011871	Beschwört den Hinkelstein. Erhöht die Fertigkeitsstufe von Fertigkeiten des magischen Kreises und Platzierungsfertigkeiten der Kleriker um 1, erhöht außerdem den Schaden, der durch magische Angriffe verursacht wird.
SKILL_20180629_011872	Dauer: #{CaptionTime}# Sekunden{nl}Magischer Schaden durch Kleriker: +10 %
SKILL_20180629_011873	Samenbombe
SKILL_20180629_011874	Wendet bei Verbündeten die Verstärkung "Samen" an. Wird der Verbündete angegriffen, solange die Verstärkung aktiv ist, oder läuft die Verstärkung ab, so wird Gegnern im Umfeld magischer Schaden zugefügt.
SKILL_20180629_011875	Angriff: #{SkillFactor}# %{nl}Dauer der Verstärkung "Samen": 5 Minuten
SKILL_20180629_011876	Dorn
SKILL_20180629_011877	Wirf dornige Ranken auf Gegner im Umfeld, um kontinuierlich Schaden zuzufügen. Wenn das Ziel ein Monster ist, das auf dem Boden lebt, wird es von diesen Ranken gefangen und bewegungsunfähig.
SKILL_20180629_011878	Angriff: #{SkillFactor}# % x 11 Treffer{nl}Am Boden lebende Gegner werden bewegungsunfähig.
SKILL_20180629_011879	Nachash
SKILL_20180629_011880	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Nutze die Macht von Kabbala, um Schlangen zu beschwören, die deine Gegner angreifen.
SKILL_20180629_011881	Angriff: #{SkillFactor}# %{nl}Ziele: 10{nl}Dauer: 8 Sekunden
SKILL_20180629_011882	Dauer: #{CaptionTime}# Sekunden{nl}Dauer des magischen Kreises: #{CaptionRatio2}# Sekunden{nl}Max. HP-Erhöhung: #{CaptionRatio}# % + #{CaptionRatio3}#
SKILL_20180629_011883	Angriff: #{SkillFactor}# %{nl}100 % magischer Schaden bei Kollision{nl}100 % zusätzlicher Schaden, wenn das Ziel ein Dämon ist{nl}Max. #{CaptionRatio2}# Kollisionen
SKILL_20180629_011884	Baum des Sepiroth
SKILL_20180629_011885	Erzeuge einen magischen Kreis in Form des Baum des Sepiroth, der den Schaden, den Verbündete erleiden, reduziert und kontinuierlich HP wiederherstellt.
SKILL_20180629_011886	Dauer: 10 Sekunden{nl}Reduzierung des Schadens: 50 %{nl}Stellt #{CaptionRatio}# % der max. HP wieder her, und zwar alle 0,4 Sekunden.{nl}Verbraucht 10 Einheiten Weihwasser
SKILL_20180629_011887	Angriff: #{SkillFactor}# % alle 0,3 Sekunden{nl}Dauer: #{CaptionTime}# Sekunden{nl}Verbraucht Folterwerkzeuge x 3.
SKILL_20180629_011888	Ritual
SKILL_20180629_011889	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Lies die Gebote, in denen die Macht der Göttinnen steckt, um Lichtschaden zuzufügen und die Bewegungsgeschwindigkeit der Gegner zu reduzieren. Wird die Fertigkeit gegen Dämonen eingesetzt, fügt dies zusätzliche Treffer zu, und der reduzierende Effekt für die Bewegungsgeschwindigkeit wird verstärkt.
SKILL_20180629_011890	Angriff: #{SkillFactor}# % pro 0,#{CaptionRatio2}# Sekunden{nl}{nl}Ziele: #{CaptionRatio}#{nl}Max. Dauer: 6 Sekunden
SKILL_20180629_011891	Gottesblick
SKILL_20180629_011892	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Verborgene Wesenheiten sind mit einem mächtigen Befehl plötzlich sichtbar. Die entdeckten Wesenheiten erleiden Schaden in bestimmter Höhe.
SKILL_20180629_011893	Aqua Benedicta
SKILL_20180629_011894	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Versprühe Weihwasser auf dem Boden, um ihn zu läutern. Gegner im geläuterten Bereich erleiden kontinuierlich Schaden. Gegner, die den geläuterten Bereich überfliegen, erleiden keinen Schaden.
SKILL_20180629_011895	Angriff: #{SkillFactor}# % alle 0,4 Sekunden{nl}Max. Ziele: 8{nl}Dauer: 6 Sekunden{nl}Verbraucht 1 Einheit Weihwasser
SKILL_20180629_011896	Engkrateia
SKILL_20180629_011897	Übe starke Zurückhaltung, indem du zu den Göttinnen betest. Während des Gebets erleidest du weniger Schaden und bist du immun gegen Rückschlag und Niederschlagen. Außerdem wird der Schaden, den du durch Dämonen erleidest, reduziert.
SKILL_20180629_011898	Erlittener Schaden: -#{CaptionRatio}# %{nl}Dauer: #{CaptionRatio2}# Sekunden
SKILL_20180629_011899	Göttliche Interferenz
SKILL_20180629_011900	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Schickt eine Welle göttlicher Energie, um die Mächte des Bösen zu überwältigen. Schwächungen von Rang 2 und darunter, die bei dir und deinen Verbündeten wirken, werden abgebrochen. Gegner im Umfeld erleiden Lichtschaden. Wird die Fertigkeit auf einen Zombie angewendet, stirbt dieser.
SKILL_20180629_011901	Angriff: #{SkillFactor}# %{nl}Zusätzlicher Schaden pro Schwächung: 50 %{nl}Max. abgebrochene Schwächungen: #{CaptionRatio}#{nl}Ziele: 5{nl}Getroffene Ziele: 8
SKILL_20180629_011902	Koinonia
SKILL_20180629_011903	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Verbinde den Glauben deiner Gruppenmitglieder zu einer Demonstration göttlicher Energie, die Dämonen besiegen kann. Kann nur verwendet werden, wenn 3 oder mehr Mitglieder in Reichweite sind. Zusätzlicher Schaden wird verursacht, wenn 3 oder mehr Mitglieder Kleriker sind.
SKILL_20180629_011904	Angriff: #{SkillFactor}# % alle 0,4 Sekunden{nl}Dauer: #{CaptionRatio}# Sekunden
SKILL_20180629_011905	Bei Angreifen von Monstern besteht eine Chance, den Gegnern Gegenstände zu stehlen.
SKILL_20180629_011906	Trägt für den nächsten Angriff ein neues tödliches Gift deine Waffe auf.
SKILL_20180629_011907	Verringerter Giftwiderstand
SKILL_20180629_011908	Der Widerstand gegen Gift ist verringert.
SKILL_20180629_011909	Entscheidungsschuss: Schaden
SKILL_20180629_011910	Erhöhung des kritischen Schadens
SKILL_20180629_011911	Die Bewegungen werden verlangsamt.
SKILL_20180629_011912	Stellt kontinuierlich HP wieder her.
SKILL_20180629_011913	Zusätzlicher Giftschaden x 2
SKILL_20180629_011914	Pesthauch-Tarnung
SKILL_20180629_011915	Die Giftwolke bewirkt den Zustand "Tarnung".
SKILL_20180629_011916	Erhöhung der Heilung
SKILL_20180629_011917	Die Werte von INT und WEI sind verringert.
SKILL_20180629_011918	Zauberkundigen- und Kleriker-Charaktere werden mit Stille belegt und ist nicht mehr imstande, Standardangriffe und Fertigkeiten zu verwenden.
SKILL_20180629_011919	Vorschnell
SKILL_20180629_011920	Giftschaden
SKILL_20180629_011921	Blumenduft
SKILL_20180629_011922	Jede Sekunde werden HP wiederhergestellt.
SKILL_20180629_011923	Es wird kontinuierlich Schaden zugefügt, Gegner am Boden hängen fest.
SKILL_20180629_011924	Spiralschuss: Erhöhte Treffer
SKILL_20180629_011925	Der Spiralschuss verursacht mehr Treffer.
SKILL_20180629_011926	Es wird kontinuierlich Giftschaden zugefügt.
SKILL_20180629_011927	Der Schaden wird Gegnern im Umfeld zugefügt, wenn du angegriffen wirst oder die Verstärkung endet.
SKILL_20180629_011928	Lykanthrop: HP-Wiederherstellung
SKILL_20180629_011929	2 % der max. HP werden alle 8 Sekunden wiederhergestellt.
SKILL_20180629_011930	Lykanthrop: Menschliche Gestalt
SKILL_20180629_011931	Menschliche Gestalt
SKILL_20180629_011932	Lykanthrop: Provozieren
SKILL_20180629_011933	Gegner im Umfeld werden provoziert
SKILL_20180629_011934	Erlittener Schaden
SKILL_20180629_011935	Wiegenlied
SKILL_20180629_011936	Schlafen
SKILL_20180629_011937	Schläfrigkeit
SKILL_20180629_011938	Präzision reduziert
SKILL_20180629_011939	Jetzt wird getanzt!
SKILL_20180629_011940	Schaden reduziert, Immunität gegen Niederschlagen und Rückschlag
SKILL_20180629_011941	Schwächung abgebrochen
SKILL_20180629_011942	Immunität gegen Rückschlag und Niederschlagen
SKILL_20180629_011943	Allegro
SKILL_20180629_011944	Bewegungsgeschwindigkeit 5 Sekunden lang +15
SKILL_20180629_011945	Maus beschworen
SKILL_20180629_011946	Glaube zu göttlicher Energie zusammengefasst
SKILL_20180629_011947	SP-Wiederherstellung von Ain Sof
SKILL_20180629_011948	SP-Wiederherstellung
SKILL_20180629_011949	Kontinuierlich Schaden verursachen
SKILL_20180629_011950	Lykanthrop: Unverwundbar
SKILL_20180629_011951	Für 3 Sekunden unverwundbar
SKILL_20180629_011952	100 Stapel = zusätzlicher Licht- und Schattenschaden von jeweils 8 % deiner magischen Abwehr für 10 Sekunden.
SKILL_20180629_011953	Zusätzlicher Licht- und Schattenschaden
SKILL_20180629_011954	Grauer kleiner Panda
SKILL_20180629_011955	Physischer und magischer Angriff erhöht
SKILL_20180629_011956	Funkelnd
SKILL_20180629_011957	Frischegefühl
SKILL_20180629_011958	Du fühlst dich mit deinem neuen Look großartig.{nl}Bewegungsgeschwindigkeit +1{nl}Beutechance: +50{nl}+10 % Erhöhung der Provokation pro Angriff
SKILL_20180629_011959	Dimensionalen Rauchwerkbrenner nutzen
