QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20181017_004563	Thanks to you, now I can cure the poisoned soldiers. Thank you so much!
QUEST_LV_0400_20181017_004564	I know it's suspicious, but we can't help but agree to his terms as we have no other choice.{nl}Revelator. Do not hesitate to back away when you find something suspicious.
QUEST_LV_0400_20181017_004565	Adaux has deployed demons towards the Control Room to trick Ignas into thinking he's still working for him.{nl}Defeat the guardian at the Control Room to retrieve the lever and use it to shut down the Defensive Device.
QUEST_LV_0400_20181017_004566	We want to move as quickly as possible since the arrows have stopped{nl}but our soldiers can't seem to move any further because of this evil energy.{nl}
QUEST_LV_0400_20181017_004567	Adaux said that he had a favor for you since you are free from the influence of the nefarious energy.{nl}He says that there is an invisible barrier that Ignas created on 12F.{nl}
QUEST_LV_0400_20181017_004568	The invisible barrier must be removed at all costs if we want to get past 12F.{nl}Though we would still have to do something about the nefarious energy after the barrier's been removed.
QUEST_LV_0400_20181017_004569	We've investigated the area beforehand but did not find any device that seemed to control the barrier.{nl}Perhaps there are areas that we have not searched yet.{nl}
QUEST_LV_0400_20181017_004570	We cannot back down now, Revelator.{nl}We must find a way to remove the invisible barrier and the nefarious energy by any means necessary.
QUEST_LV_0400_20181017_004571	This relic will help you in your time of need.{nl}The power of the relic has been freed by your own hands and restored to the Girl.
QUEST_LV_0400_20181017_004572	Return to the invisible barrier that blocks your path, Savior.{nl}The mysterious girl is waiting for you there.{nl}
QUEST_LV_0400_20181017_004573	Return to the invisible barrier that blocks your path.{nl}The mysterious girl is waiting for you there.{nl}
QUEST_LV_0400_20181017_004574	I've told Byle what needs to be done in the upper floors before you arrived.{nl}You should talk to him for further instructions.
QUEST_LV_0400_20181017_004575	With Henika and Adaux gone, only Cezaris remains by Ignas' side. He should be feeling pretty anxious about now.{nl}First, I will tell you what needs to be done here based on what I've learned from Adaux.
QUEST_LV_0400_20181017_004576	I'm relieved that our men seem relatively unharmed despite the ambush.{nl}Now I know for sure that Ignas is at his wit's end. This is our chance to strike!
QUEST_LV_0400_20181017_004577	He said that each device is controlled in a different method.{nl}First, go to the Schaffenstar Lodges 1 and 2. Defeat the monsters there and disable the devices.{nl}
QUEST_LV_0400_20181017_004578	First, disable the protective devices in Schaffenstar Lodges 1 and 2.{nl}The demons there will try to stop you so clear the area before you disable the device.{nl}
QUEST_LV_0400_20181017_004579	Go to Schaffenstar Lodge 3 and obtain Suspicious Scrolls by defeating the demons there.{nl}Use the scrolls to look for a magic source in the area.{nl}
QUEST_LV_0400_20181017_004580	When you locate the magic source, destroy it and the barrier surrounding the Protective Device will weaken.{nl}That's when you will have to disable the Protective Device there.
QUEST_LV_0400_20181017_004581	In Schaffenstar Lodge 4, there are demons that act as a power source for the barriers for the Protective Device.{nl}Defeat the demons to weaken the barrier and disable the device there.
QUEST_LV_0400_20181017_004582	To see Ignas before my own eyes... It's almost over.{nl}What Adaux said was true. Some of the demons we fought were actually our comrades...{nl}
QUEST_LV_0400_20181017_004583	But there's no time to look back now.{nl}We must end this once and for all and take back the Astral Tower for the sake of all of our fallen comrades.{nl}
QUEST_LV_0400_20181017_004584	For security, it is said that one key must be found first to find the second key.{nl}Let's look for the first key in the area closest to us and talk about the second key then.
QUEST_LV_0400_20181017_004585	If there is a demon that reacts to the first key you've found, it's most likely the that the demon is holding the second key.{nl}Come back after you've found both keys.
QUEST_LV_0400_20181017_004586	Now we must face Cezaris. According to Adaux, Cezaris has turned himself into a demon completely.{nl}
QUEST_LV_0400_20181017_004587	It's weaker than the arrow that subdued Henika, but you will still be able to use these on Cezaris to weaken him temporarily.{nl}
QUEST_LV_0400_20181017_004588	We will deal with Ignas after we've taken care of Cezaris.{nl}The Resistance will clear the way to the Elder Chambers for you.
QUEST_LV_0400_20181017_004589	Hopefully it won't come down to that,{nl}but think of this as a backup plan just in case something goes wrong.
QUEST_LV_0400_20181017_004590	You've defeated Ignas!{nl}The Resistance has finally reclaimed the Astral Tower.{nl}
QUEST_LV_0400_20181017_004591	The Resistance is now complete.{nl}The Schaffenstar and the Astral Tower are now free from the tyranny of evil.{nl}
QUEST_LV_0400_20181017_004592	You've found the levers. Go to the second control room.{nl}I will join the other members and we will meet you there.
QUEST_LV_0400_20181017_004593	I would like to ask you for a special favor.{nl}
QUEST_LV_0400_20181017_004594	They should have reported back by now, but there are no signs of them.{nl}Would you find out what happened to them?
QUEST_LV_0400_20181017_004595	I followed you here just to make sure...{nl}That was close!
QUEST_LV_0400_20181017_004596	Do you want something?
QUEST_LV_0400_20181017_004597	Did you defeat the Hydra?
QUEST_LV_0400_20181017_004598	The moss growing around the lake makes it difficult for us soldiers to move around.{nl}The ground is too slippery, some of us even got hurt because of it.{nl}
QUEST_LV_0400_20181017_004599	Unfortunately there's no way to do it other than getting it out by hand.{nl}My job used to be clearing out the weeds, so I'm used to it.{nl}
QUEST_LV_0400_20181017_004600	Getting the Water Facility working, defeating the Hydra...{nl}It can't have been easy. You're quite impressive.{nl}
QUEST_LV_0400_20181017_004601	Would you help dismantle and remove the traps?
QUEST_LV_0400_20181017_004602	Here's what you can say; listen carefully.
QUEST_LV_0400_20181017_004603	Did you spray the poison on the supplies?{nl}It won't kill them, but it'll stop them for a while. 
QUEST_LV_0400_20181017_004604	There's dark smoke coming out of the assembly area.{nl}Something must have happened...{nl}
QUEST_LV_0400_20181017_004605	This means Lydia Schaffen's provisions were all a plan of Goddess Laima...
QUEST_LV_0400_20181017_004606	The members siding with Ignas now will certainly change their minds if they find out.{nl}Imagine finding out the leaders of your camp were demons all along.{nl}
QUEST_LV_0400_20181017_004607	I have yet to find it, but... I did my research on it.{nl}I found a way to produce an arrow that's almost as powerful as the original Flechette.{nl}
QUEST_LV_0400_20181017_004608	This arrow should be powerful enough to defeat the Essence of Ziburynas in the Barynwell area.{nl}My apprentice should arrive soon and he will make the arrow for you.
QUEST_LV_0400_20181017_004609	But it looks like we're going to have to face Pbeta now. Is that right?{nl}Won't we have to deal with his subordinates as well? I think we should prepare for that.{nl}
QUEST_LV_0400_20181017_004610	As you know, the resistance needs soldiers to fight for them, but most of all they need the funds to support themselves.{nl}My guess is that a lot of people are helping with donations.
QUEST_LV_0400_20181017_004611	Now that the water point is working, the demons will have to leave the lake.{nl}Of course, it will be a while before all the water is purified...
QUEST_LV_0400_20181017_004612	This is a conflict zone between Ignas' army and the resistance.{nl}Please refrain from any unnecessary movements.
QUEST_LV_0400_20181017_004613	We sent a few scouts to the Lanko Waters region... no news from them yet.{nl}They should be back by now...
QUEST_LV_0400_20181017_004614	Somewhere in this region is Pbeta, the demon Ignas is siding with.{nl}I still can't understand why he would do such a thing.
QUEST_LV_0400_20181017_004615	What you did was remarkable.{nl}I say your talent is impressive, even for a Revelator.
QUEST_LV_0400_20181017_004616	Owyn Dilben found that part of Nicopolis disappeared to the Other Dimension at the time of the accident.{nl}Now I'm in charge of investigating the disappeared region.{nl}
QUEST_LV_0400_20181017_004617	Unfortunately, my other work here has kept me from doing much investigation at all.{nl}I was hoping to find someone talented enough to help me with this task.{nl}
QUEST_LV_0400_20181017_004618	If it isn't too much to ask, would you help me investigate the Magic Research Facility?{nl}A Revelator of your caliber is more than qualified for a task like this, I'm sure.
QUEST_LV_0400_20181017_004619	I've heard that the Magic Research Facility is highly populated with monsters.{nl}It's uncharted territory after all, and therefore very dangerous.{nl}
QUEST_LV_0400_20181017_004620	Not only that, there's a high chance you'll encounter monsters with very powerful mana.{nl}If you do, you must promise to defeat them.{nl}If any such monsters cross over to our dimension, the consequences will be catastrophic.
QUEST_LV_0400_20181017_004621	Remember, the Magic Research Facility is a dangerous place. Make sure to move in a group.
QUEST_LV_0400_20181017_004622	If what you say is true, the Magic Research Facility is even more dangerous than I thought.{nl}I need to be careful with who I let in.{nl}
QUEST_LV_0400_20181017_004623	But first, I'm going to report your findings to Owyn Dilben.{nl}Thank you very much for all your help!
QUEST_LV_0400_20181017_004624	Audrone
QUEST_LV_0400_20181017_004625	You're no ordinary traveler, are you? Wandering around here like that.{nl}My name is Audrone, I'm a guard here at Feline Post Town.{nl}Mr. Dupin asked me to do a bit of investigation in the area.{nl}
QUEST_LV_0400_20181017_004626	Have you heard of a place called Nicopolis?{nl}It was a city created by wizards of the past.{nl}
QUEST_LV_0400_20181017_004627	The wizards of Nicopolis conducted quite a lot of research in their time.{nl}One of their leaders, the Quipmage, is thought to have attempted merging different creatures.{nl}The records show that he captured large numbers of monsters and animals for his experiments.{nl}
QUEST_LV_0400_20181017_004628	We also know that the great accident of Nicopolis influenced those experiments in many ways.{nl}We believe that is what led to the creation of a powerful monster known as the Asiomage.{nl}But to this day, we haven't found either him or the Quipmage.
QUEST_LV_0400_20181017_004629	Mr. Dupin visited Feline Post Town not long ago to gather more information.{nl}It was his hypothesis that the Quipmage had once built a research facility of his own.{nl}
QUEST_LV_0400_20181017_004630	He asked me to investigate the area in case there were traces of the Quipmage or the Asiomage around.{nl}After some time, we found his testing grounds and confirmed that the Asiomage described in his records is still alive.{nl}
QUEST_LV_0400_20181017_004631	The monster we saw was taken by anger and resentment.{nl}From what we gathered at the site, he seems to be making plans to do something with the research facility.{nl}That's only our guess, but there's no doubt that the Asiomage has the ability to hurt many innocent people if he ever escapes from the testing grounds.{nl}
QUEST_LV_0400_20181017_004632	I understand this is a lot to ask, but would you help us defeat the Asiomage?{nl}The other guards are already on their way to report our findings to Mr. Dupin, but we may not have much time.
QUEST_LV_0400_20181017_004633	Thank you! Your help will be most important.{nl}Just remember, the Asiomage is angered and dangerous.
QUEST_LV_0400_20181017_004634	Come back to me when you are ready.{nl}The entrance to the testing grounds is hidden by a barrier, so you will not be able to see it.{nl}
QUEST_LV_0400_20181017_004635	We can create a gap in the barrier using a scroll Mr. Dupin gave me, but it won't last for long.{nl}In any case, I will be here guarding the entrance if you need me.
QUEST_LV_0400_20181017_004636	The Asiomage remembers being subjected to the Quipmage's experiments, that is why he is angry and out for revenge.{nl}If he ever escapes from the testing grounds, the lives of innocent people will be in danger.
QUEST_LV_0400_20181017_004637	You defeated the Asiomage! Thank you.{nl}Now there will be no more memories of the Quipmage's cruel experiments...{nl}
QUEST_LV_0400_20181017_004638	And yet, the fact that he was planning to harm people out of vengeance is alarming.
QUEST_LV_0400_20181017_004639	I should look around a little longer and report back to Mr. Dupin.
QUEST_LV_0400_20181017_004640	This is where the Quipmage, one of Nicopolis' old leaders, built his research testing grounds.{nl}On these grounds lives a powerful monster called the Asiomage.
QUEST_LV_0400_20181017_004641	Wo ist der Geselle?
QUEST_LV_0400_20181017_004642	Die Magieforschungseinrichtung untersuchen
QUEST_LV_0400_20181017_004643	Ich bin noch nicht bereit.
QUEST_LV_0400_20181017_004644	Frucht der Rache
QUEST_LV_0400_20181017_004645	Kron, der stellvertretende Hauptmann des Widerstands, möchte dich um einen weiteren Gefallen bitten.{nl}Sprich mit Kron.
QUEST_LV_0400_20181017_004646	Kron, der stellvertretende Hauptmann des Widerstands, scheint etwas vorbereitet zu haben.{nl}Sprich mit Kron.
QUEST_LV_0400_20181017_004647	Kron, der stellvertretende Hauptmann des Widerstands, scheint damit beschäftigt zu sein, etwas vorzubereiten.{nl}Sprich mit Kron.
QUEST_LV_0400_20181017_004648	Kron, stellvertretende Hauptmann des Widerstands, ist bereit, die Barriere um das Abwehrgerät zu zerstören.{nl}Sprich mit Kron.
QUEST_LV_0400_20181017_004649	Widerstandshauptmann Byle möchte dich um einen Gefallen bitten.{nl}Sprich mit Byle.
QUEST_LV_0400_20181017_004650	Widerstandshauptmann Byle möchte mit dir seinen nächsten Plan besprechen.{nl}Sprich mit Byle.
QUEST_LV_0400_20181017_004651	Der Älteste Adaux möchte mit dir über den Schlüssel von Widerstandshauptmann Byle sprechen.{nl}Sprich mit Byle.
QUEST_LV_0400_20181017_004652	Widerstandshauptmann Byle möchte dich um einen Gefallen bitten.{nl}Sprich mit Byle.
QUEST_LV_0400_20181017_004653	Owynia Dilven glaubt, dass viele Monster in der Magieforschungseinrichtung hausen, von denen einige mächtiges Mana besitzen.{nl}Owynia möchte, dass du alle Monster mit mächtigem Mana besiegst, die du in der Magieforschungseinrichtung findest.
QUEST_LV_0400_20181017_004654	%s in der Magieforschungseinrichtung besiegen
QUEST_LV_0400_20181017_004655	Mit einem Bürger von Nicopolis sprechen
QUEST_LV_0400_20181017_004656	Sprich mit einem Bürger von Nicopolis.
QUEST_LV_0400_20181017_004657	Den Asio-Magier besiegen
QUEST_LV_0400_20181017_004658	Audrone glaubt, dass der verärgerte Asio-Magier Rachepläne schmiedet und er das Leben mehrerer Leute gefährden könnte, wenn es ihm gelingt, vom Versuchsgelände zu fliehen.{nl}Da nicht viel Zeit bleibt, bittet Audrone dich, das Asio-Magier-Versuchsgelände zu betreten und das rachsüchtige Monster zu besiegen.
QUEST_LV_0400_20181017_004659	Mit einem Bürger von Nicopolis sprechen
QUEST_LV_0400_20181017_004660	Den wütenden %s besiegen
QUEST_LV_0400_20181017_004661	Verwende die Zauberabwehr mit den Skulpturen auf dem leeren Magija-Grundstück.
QUEST_LV_0400_20181017_004662	Verwende die Zauberabwehr mit den Skulpturen an der Slove-Kreuzung.
QUEST_LV_0400_20181026_004663	It seems that you need to find the first two keys in order to get to the last one.{nl}Try and start with the key to the General Office, 20F.{nl}
QUEST_LV_0400_20181026_004664	Then, go to the office near the Elder Chambers and use it.{nl}Defeat the demons that react to the key until you find the monster that is carrying the next key.{nl}
QUEST_LV_0400_20181026_004665	If you forget the procedure, feel free to come back to me.{nl}I'll be glad to give you another briefing.
QUEST_LV_0400_20181026_004666	If there is a demon that reacts to the first key you've found, it's most likely the that the demon is holding the second key.{nl}Come back after you've found both keys.
QUEST_LV_0400_20181116_004667	Du hast den magischen Schutzkreis für das Wasserwerk aktiviert. Sprich mit dem Widerstandsadjutanten Bern.
QUEST_LV_0400_20190104_004668	The Pervading Queen appeared?{nl}I've put you in danger again, traveler. I am sorry.
QUEST_LV_0400_20190104_004669	Owyn Dilben has not only suppressed their magic but he also made sure that they won't escape Nicopolis and wreak havoc on the world.{nl}He has put me in charge of these duties before he left.
QUEST_LV_0400_20190104_004670	Kupole Kaze
QUEST_LV_0400_20190104_004671	Thank you for coming all this way.{nl}I am Kupole Kaze, a servant of Goddess Austeja.{nl}Us Kupoles have come across great peril while Goddess Austeja is away.{nl}That's why we called for you. We are in dire need of your assistance.
QUEST_LV_0400_20190104_004672	{nl}Deep within the caves of Sulivinas Lair, a dragon lies in confinement.{nl}Even before the beginning of the world, the goddesses have been dealing{nl}with many creatures that posed a great threat to the world.
QUEST_LV_0400_20190104_004673	{nl}{nl}One of those creatures that survived is now waiting for the chance{nl}to strike back at the world as the goddesses are away.{nl}
QUEST_LV_0400_20190104_004674	{nl}{nl}His name is Boruta.{nl}A foul creature the likes of which you have never seen before.{nl}We tried to stop him ourselves but we could not...{nl}This is why we called for you...
QUEST_LV_0400_20190104_004675	{nl}{nl}There are things we need you to do first.{nl}Please enter the Sulivinas Lair and check up on Boruta for us.{nl}After that, we'll talk further about what needs to be done to stop him.
QUEST_LV_0400_20190104_004676	I would like to go myself but...{nl}Boruta will be able to sense my presence if I go myself.{nl}Please help us, Savior.
QUEST_LV_0400_20190104_004677	If what you say is true, then it seems Boruta has not fully regained his strength.{nl}Creatures like him, we cannot get rid of permanently without the power of the goddesses.
QUEST_LV_0400_20190104_004678	{nl}For now, we cannot do anything except keep a close eye on him and keep him fatigued.{nl}For this, we will need to ask for your help.
QUEST_LV_0400_20190104_004679	{nl}Me and the remaining Kupoles will go and get help from the Kingdom.{nl}Please go and keep Boruta at bay while we're out getting help.
QUEST_LV_0400_20190104_004680	{nl}You need to have the Urbas Seal to enter the Sulivinas Lair.{nl}When Boruta gathers his strength again, the unity between you and your allies will be weakened.{nl}Be careful as you and your allies may be gravely wounded.
QUEST_LV_0400_20190104_004681	The invisible barrier must be removed at all costs if we want to get past 12F.{nl}Though we would still have to do something about the nefarious energy after the barrier's been removed.
QUEST_LV_0400_20190104_004682	Boruta
QUEST_LV_0400_20190104_004683	Hunger fördert Angst
QUEST_LV_0400_20190104_004684	Mit Kupole Kaze sprechen
QUEST_LV_0400_20190104_004685	Kupole Kaze wartet auf der Vedas-Hochebene auf dich.
QUEST_LV_0400_20190104_004686	Bei Boruta vorbeischauen
QUEST_LV_0400_20190104_004687	Kupole Kaze hat dich gebeten, bei Boruta in der Sulivinas-Höhle vorbeizuschauen.
QUEST_LV_0400_20190104_004688	Du hast bei Boruta vorbeigeschaut. Zu Kupole Kaze zurückkehren
QUEST_LV_0400_20190412_004689	I'm looking for someone special.{nl}Someone who helped other in the south and defeated the demons.
QUEST_LV_0400_20190412_004690	{nl}The only people who have met the goddesses we all believe to be gone.
QUEST_LV_0400_20190412_004691	{nl}People who came to our world with dreams of the goddess.
QUEST_LV_0400_20190412_004692	{nl}People who are on their way to the north, searching for Her last Revelation.
QUEST_LV_0400_20190412_004693	{nl}Sounds like you, doesn't it?{nl}My name's Pajauta.{nl}I came to listen to your story and help you on your quest.
QUEST_LV_0400_20190412_004694	{nl}If you're looking to cross the Kingdom all the way to the Capital, I can help you.{nl}I'm guessing you're not too familiar with the northern regions yet. Do you want to join me?
QUEST_LV_0400_20190412_004695	You're a lot more easy-going than I expected, you know?{nl}A little too gullible, maybe...?
QUEST_LV_0400_20190412_004696	Okay.{nl}Let's meet at Barynwell 87 Waters, then.{nl}I'll wait for you there.{nl}
QUEST_LV_0400_20190412_004697	You're kind of late, but I'm glad you made it.{nl}Anyway, our job here is simple. Let me explain.
QUEST_LV_0400_20190412_004698	{nl}I think it will be good to decide a few base locations in advance on our way through the northern regions.{nl}I selected a few spots that I think we should mark.
QUEST_LV_0400_20190412_004699	{nl}I'm going to keep helping you.
QUEST_LV_0400_20190412_004700	I hid a few repair supplies around here before I went out to find you...{nl}But it looks like the monsters dug everything up.
QUEST_LV_0400_20190412_004701	{nl}Now, we're going to need a tool to mark our locations, but that has to be done by me...{nl}While I do that, I think you could go and fetch some new repair supplies.
QUEST_LV_0400_20190412_004702	Take your time. But don't be lazy, alright?
QUEST_LV_0400_20190412_004703	You're just as good as they say.{nl}I'm done with the tools, too, so let me tell you the next step.
QUEST_LV_0400_20190412_004704	{nl}Let me tell you what I've got so far.
QUEST_LV_0400_20190412_004705	{nl}Let me tell you the information I've collected in the region so far.{nl}Just come back to me when you're ready to hear the details.
QUEST_LV_0400_20190412_004706	The last time I was at the Astral Tower was before Medzio Diena, so I'm not sure what it's like right now.{nl}I only looked into the reservoir areas around the Tower.
QUEST_LV_0400_20190412_004707	{nl}Survivors in the regions south of the Astral Tower aren't aware of much.{nl}Not many people these days are interested in it, unless you're an archer yourself.{nl}I suppose you aren't either. Are you?
QUEST_LV_0400_20190412_004708	{nl}{nl}In general, none of the regions I visited are looking to interfere in Astral Tower issues.{nl}They only seem to be helping the resistance forces.{nl}Or, I suppose they could also be hoping for something in return.
QUEST_LV_0400_20190412_004709	{nl}Good, innocent people are living in fear every day because of these monsters...{nl}Yet no one in power is doing anything... Not even the goddesses...{nl}I don't even know if coming to find you was a good decision...
QUEST_LV_0400_20190412_004710	But okay, enough of that talk...
QUEST_LV_0400_20190412_004711	{nl}Okay, shall we go set up the mark, then?
QUEST_LV_0400_20190412_004712	Let's go down to the entrance of the reservoir regions first.{nl}If there are no monsters there, crossing the area should be relatively easy.{nl}But we should check first, just in case.
QUEST_LV_0400_20190412_004713	{nl}I was hoping you could help me there.
QUEST_LV_0400_20190412_004714	Alright, the mark's down. Let's move to the next region.
QUEST_LV_0400_20190412_004715	Next up is Outer Wall District 9.{nl}Meet me there.
QUEST_LV_0400_20190412_004716	Can you believe the Capital was just behind these walls?{nl}Not that long ago this place was full of merchants and adventurers...{nl}Their lives filling up the city day and night.
QUEST_LV_0400_20190412_004717	{nl}Where are the goddesses?{nl}Could They really be gone?
QUEST_LV_0400_20190412_004718	But then, doesn't that mean the goddesses put the fate of the entire world in the hands of a single person?{nl}I know I wouldn't leave it at that if I were a goddess...
QUEST_LV_0400_20190412_004719	{nl}When you lost everything, didn't you pray for the goddesses to save you?{nl}When you met Them, what did They say to you?
QUEST_LV_0400_20190412_004720	Sorry if I'm getting a little agitated...{nl}Let's just focus on our task.
QUEST_LV_0400_20190412_004721	Outer Wall Districts 9 and 11 are interconnected.{nl}The people there are acting like they're being hypnotized by something.{nl}I try to scare a few of them, but they just ran away.{nl}If you're going to travel there, you need to prepare yourself.
QUEST_LV_0400_20190412_004722	{nl}First, let's focus on setting up that mark.
QUEST_LV_0400_20190412_004723	We're going to need some Magnetic Dirt to make the mark.{nl}I buried some around here, so we should be able to it.
QUEST_LV_0400_20190412_004724	One of us has to search for it, so let me cover for you.{nl}If you find any magnetic dirt just dig it out.
QUEST_LV_0400_20190412_004725	This should be enough to make the mark last a few days.{nl}I'll go set it up and move on to the next region right away.{nl}Meet me at Pystis Forest.
QUEST_LV_0400_20190412_004726	Come on.{nl}After we set up this last mark I'm gonna be almost done with my part.
QUEST_LV_0400_20190412_004727	{nl}Some time ago when I was investigating the Heretics, I found out that the demons passed through here.{nl}I asked the locals to help with my investigation but...
QUEST_LV_0400_20190412_004728	{nl}All they did was fight over the land...{nl}I think the demons might be up to something back at their base.
QUEST_LV_0400_20190412_004729	{nl}We should investigate ourselves.
QUEST_LV_0400_20190412_004730	There's enough traces around to see that something's not right. Why isn't anyone saying anything?{nl}Something's definitely happening in Pystis Forest.
QUEST_LV_0400_20190412_004731	I'm pretty sure the demons are up to something.{nl}Let's get the mark set up first, I'll keep an eye on things later.{nl}We need to have mark set up for that.{nl}Let me know when you're ready.
QUEST_LV_0400_20190412_004732	Good.{nl}Let's set up the last mark.
QUEST_LV_0400_20190412_004733	If the place is clear we should be able to set up the mark easily.{nl}But if there are monsters, we going to need to hide the mark from them...{nl}We'll need some time to prepare.
QUEST_LV_0400_20190412_004734	{nl}Don't worry.{nl}I'll come back to help you after I set it up.
QUEST_LV_0400_20190412_004735	I know I'd certainly show up and help us out right now if I were a goddess...
QUEST_LV_0400_20190412_004736	The mark is hidden now, let's go back.
QUEST_LV_0400_20190412_004737	There's still a lot to prepare before going back to Fedimian.{nl}I hope you don't forget our marks and all the things I told you.
QUEST_LV_0400_20190412_004738	There's still a lot for you to do, I know...{nl}But I'll be here to help you out.
QUEST_LV_0400_20190412_004739	{nl}Come see me again before you head out to the North.
QUEST_LV_0400_20190412_004740	Waters Post (1)
QUEST_LV_0400_20190412_004741	Waters Post (2)
QUEST_LV_0400_20190412_004742	Tell me more.
QUEST_LV_0400_20190412_004743	Tell me later.
QUEST_LV_0400_20190412_004744	Waters Post (3)
QUEST_LV_0400_20190412_004745	Outer Wall Post (1)
QUEST_LV_0400_20190412_004746	Outer Wall Post (2)
QUEST_LV_0400_20190412_004747	Outer Wall Post (3)
QUEST_LV_0400_20190412_004748	I'm ready.
QUEST_LV_0400_20190412_004749	Parias Forest Post (1)
QUEST_LV_0400_20190412_004750	Parias Forest Post (2)
QUEST_LV_0400_20190412_004751	Parias Forest Post (3)
QUEST_LV_0400_20190412_004752	First Step
QUEST_LV_0400_20190412_004753	Talk to Pajauta
QUEST_LV_0400_20190412_004754	Rumors say that an unknown traveler is looking for you in Fedimian. Go there and find Pajauta.
QUEST_LV_0400_20190412_004755	Pajauta is waiting for you in Barynwell 87 Waters.
QUEST_LV_0400_20190412_004756	Waters Post
QUEST_LV_0400_20190412_004757	Retrieve the Stolen Repair Supplies From Nearby Monsters
QUEST_LV_0400_20190412_004758	While Pajauta is arranging the tools for the mark, she wants you to retrieve the repair supplies stolen by the monsters. Defeat the monsters in Barynwell 87 Waters and find the stolen supplies.
QUEST_LV_0400_20190412_004759	Deliver the stolen repair supplies to Pajauta.
QUEST_LV_0400_20190412_004760	Collect %s From the Monsters
QUEST_LV_0400_20190412_004761	Talk to Pajauta in Barynwell 87 Waters.
QUEST_LV_0400_20190412_004762	Talk to Pajauta in Barynwell 87 Waters.
QUEST_LV_0400_20190412_004763	Move to the Mark's Location
QUEST_LV_0400_20190412_004764	Move to the location Pajauta told you in order to set up the mark.
QUEST_LV_0400_20190412_004765	Outer Wall Post
QUEST_LV_0400_20190412_004766	Pajauta is waiting for you in Outer Wall District 9.
QUEST_LV_0400_20190412_004767	Talk to Pajauta.
QUEST_LV_0400_20190412_004768	Defeat Monsters on the Wall
QUEST_LV_0400_20190412_004769	Collect Magnetic Dirt
QUEST_LV_0400_20190412_004770	Pajauta has asked you to collect magnetic dirt in order to create the mark.
QUEST_LV_0400_20190412_004771	Parias Forest Post
QUEST_LV_0400_20190412_004772	Pajauta is waiting for you in Pystis Forest.
QUEST_LV_0400_20190412_004773	Find Traces of the Demons
QUEST_LV_0400_20190412_004774	Find traces of the demons Pajauta mentioned earlier.
QUEST_LV_0400_20190412_004775	Check Mark Locations
QUEST_LV_0400_20190412_004776	Accompany Pajauta to the locations where you will be setting up the marks.
QUEST_LV_0400_20190419_004777	Injured Soldier
QUEST_LV_0400_20190419_004778	Who are you? You shouldn't be here.{nl}The monsters are going to come after the smell of blood.
QUEST_LV_0400_20190419_004779	It's too late for me, I'm injured. You need to save yourself!
QUEST_LV_0400_20190419_004780	Thank you for saving me. I can't believe you took down all those monsters... Who are you?
QUEST_LV_0400_20190419_004781	Oh, you're the Revelator. It's an honor to meet you.{nl}I'm part of the Recovery Squad that's trying to take Barynwell 27 Waters back from the monsters.
QUEST_LV_0400_20190419_004782	I was attacked by the monsters during a recon mission.{nl}I thought I was done for until you appeared. Thank you for saving me.
QUEST_LV_0400_20190419_004783	Agh... The poison is spreading from my wound, I can't move.{nl}Fortunately the water of the lake helps to reduce the monsters' powers.
QUEST_LV_0400_20190419_004784	The parts near the water lilies have a special purifying effect.{nl}If that's okay, would you bring me some lake water from the Old Residential Quarters?
QUEST_LV_0400_20190419_004785	Thank you, Revelator! You can put it inside this bottle.
QUEST_LV_0400_20190419_004786	Go down to the Old Residential Quarters to get some lake water.{nl}The Water Facilities aren't as strong as they were before Medzio Diena, but the water should still have some of the effects.
QUEST_LV_0400_20190419_004787	You're back so soon? Well, you're the Revelator after all.{nl}Thank you. I'll try and get my wound cured before the poison spreads any more.
QUEST_LV_0400_20190419_004788	I used the lake water on my wound, but I still can't move properly.{nl}Will you take this badge and report to my colleagues at the Recovery Squad camp?
QUEST_LV_0400_20190419_004789	Thank you, Revelator! The camp is at the end of the road, up from where we are right now.
QUEST_LV_0400_20190419_004790	I should be safe for a while, now that you took down all the monsters.{nl}The camp is at the end of the road, up from where we are right now.
QUEST_LV_0400_20190419_004791	Recovery Squad Adjutant
QUEST_LV_0400_20190419_004792	We'll be sending a rescue team right away.{nl}Come to think of it, I never really introduced myself. I'm the Adjutant of the Recovery Squad here.
QUEST_LV_0400_20190419_004793	I'm so sorry to bother you on your first visit to the camp, but we're in a desperate situation.{nl}Would you care to listen?
QUEST_LV_0400_20190419_004794	Thank you. I may wear the Schaffenstar uniform, but I am not a member.{nl}I was, once, but I abandoned the Tower with my mentor, who failed to become an Elder at the organization.{nl}My mentor couldn't give up his dream of becoming a Schaffenstar Elder, and he tried desperately to make his name known.
QUEST_LV_0400_20190419_004795	One day, he gathered all of his apprentices and he told us.{nl}He said the Astral Tower, our home, was being attacked by demons... and we needed to get it back.
QUEST_LV_0400_20190419_004796	We had already abandoned the Tower, but we couldn't just stand idly by and watch the demons take over it.{nl}After we arrived in 27 Waters, he told us Lydia Schaffen's lost relic was near.{nl}He said finding the relic would help us defeat the demons.
QUEST_LV_0400_20190419_004797	We started to look for the relic and take down the monsters.{nl}Every day we would fight and search, fight and search.{nl}Even when we were injured, the thought of finding the relic and taking back our home kept us going.
