QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20160718_015172	But unlike what Goddess Laima predicted, our village remained peaceful.{nl}
QUEST_LV_0100_20160718_015173	Then, unexpectedly, Medzio Diena happened.{nl}It was the calamity in Goddess Laima's vision.{nl}
QUEST_LV_0100_20160718_015174	Medzio Diena didn't cause much damage here, but that was only the beginning.{nl}You see, not long ago our river turned red.{nl}
QUEST_LV_0100_20160718_015175	The river water caused terrible pain to everyone who drank it, and it made the fruit grow to an abnormal size.{nl}The fruit, just like the red water, was inedible.{nl}
QUEST_LV_0100_20160718_015176	As if that weren't enough, the demons then came and took Goddess Lada.{nl}Just as Laima predicted... chaos took over the village.{nl}
QUEST_LV_0100_20160718_015177	Leja probably told you... what Goddess Laima said to us.{nl}She said a Revelator would dream of the calamity and come with the light to chase away evil.
QUEST_LV_0100_20160718_015178	We aren't sure what She meant by the light, but...{nl}Our elders used to say that a warm energy filled the village when Goddess Laima was here.{nl}
QUEST_LV_0100_20160718_015179	It was all very quick.{nl}The moment that girl came to me, I felt the same warm energy our elders talked about.{nl}
QUEST_LV_0100_20160718_015180	The girl looked me straight in the eyes and, without a word, she nodded.{nl}Then she disappeared towards Zeraha.{nl}
QUEST_LV_0100_20160718_015181	Hurry and follow the light.{nl}This can only be a sign sent by Goddess Laima to guide you in the right direction.{nl}
QUEST_LV_0100_20160718_015182	Please, for Goddess Lada... and our village.
QUEST_LV_0100_20160718_015183	That warm energy...{nl}Until the day I return to the goddess I will never be able to forget it.{nl}
QUEST_LV_0100_20160718_015184	Go now.{nl}Follow the light and you will see the girl once again.{nl}
QUEST_LV_0100_20160718_015185	The totem is at the Banaga Forest Trail.
QUEST_LV_0100_20160718_015186	If you really are a Revelator that came here with the light to save our town...{nl}Then you should be able to take back the ferrets' hideout.{nl}
QUEST_LV_0100_20160718_015187	If you can prove that you are in fact a Revelator, I will tell you where to find Leja.
QUEST_LV_0100_20160718_015188	Here's the scent.{nl}Let's see now... About the ferrets...{nl}
QUEST_LV_0100_20160718_015189	Help...? It's not something I haven't thought about.{nl}The city closest to here is Fedimian.{nl}
QUEST_LV_0100_20160718_015190	I heard Fedimian was devastated after Medzio Diena, though.{nl}Even after four years, it's still being reconstructed.{nl}
QUEST_LV_0100_20160718_015191	And Goddess Lada, She said that no matter what happens to Her...{nl}She would never make Her presence known to anyone but the Revelators.{nl}
QUEST_LV_0100_20160718_015192	As you know...{nl}People now think that the goddesses have all disappeared.{nl}
QUEST_LV_0100_20160718_015193	But if they find out that the goddesses are still around...{nl}You can imagine what a shock that would be.{nl}
QUEST_LV_0100_20160718_015194	That's why only you, a Revelator, can save Goddess Lada.{nl}The goddess said so Herself, too...
QUEST_LV_0100_20160718_015195	Your face doesn't look familiar...{nl}Please don't cause a commotion and just move along.
QUEST_LV_0100_20160718_015196	I'm sorry I doubted you.{nl}It's just that our town has been hurt by fake Revelators before...{nl}
QUEST_LV_0100_20160718_015197	Goddess Lada being taken by the demons...{nl}None of that would have happened if we hadn't believed the fake Revelators.{nl}
QUEST_LV_0100_20160718_015198	And with our water turning red we felt more and more powerless...{nl}We should have realized our mistake and gone to the real Revelators, but...{nl}I'm so sorry.
QUEST_LV_0100_20160718_015199	What are you still doing here?{nl}You're going to miss the girl. Hurry and go after her.
QUEST_LV_0100_20160718_015200	Thank you. I'm so grateful to you and to Goddess Lada for having sent you.{nl}You are a blessing to our village.
QUEST_LV_0100_20160718_015201	I don't know what the demons did to those ferrets but...{nl}Seeing how they attack, avoiding a fight must be impossible, right?
QUEST_LV_0100_20160718_015202	The disc suddenly started glowing red so I followed it all the way here.{nl}I was chased away by monsters, but I clearly saw that it was pointing to something.{nl}
QUEST_LV_0100_20160718_015203	I have no idea about the rest.{nl}Any guesses?
QUEST_LV_0100_20160718_015204	So that beast has a gem stuck on it now, huh?{nl}I'd say you'd have to get the beast out and kill it to get rid of the gem...{nl}
QUEST_LV_0100_20160718_015205	That red water is no one's business but our village's.{nl}Outsiders would do well to leave us alone.
QUEST_LV_0100_20160718_015206	I'm sorry I was rude to you earlier...{nl}Please forgive this old man's insolence.
QUEST_LV_0100_20160718_015207	May the Revelator who dreamt of chaos defeat the evil forces and bring light back into our world...{nl}If the legends are true, this red water will soon be no more.
QUEST_LV_0100_20160718_015208	A dagger... The owner of the dagger...{nl}I don't think that fits anyone I know...{nl}
QUEST_LV_0100_20160718_015209	I suppose we will have to go to the Masters for advice.{nl}Where did they get such a dagger and why did they do this...
QUEST_LV_0100_20160718_015210	You've remembered something?{nl}How could you have not remembered something so important... Well, spit it out.{nl}
QUEST_LV_0100_20160718_015211	Gytis Settlement...{nl}I think I do remember hearing something about someone doing strange things over there.{nl}
QUEST_LV_0100_20160718_015212	Here you go, I'll give you the dagger so you can find who the culprit is behind this.{nl}It'll help a great deal if you find who did this.
QUEST_LV_0100_20160718_015213	Are you curious about the dagger again?{nl}I'm not exactly an expert in that field but... Well, whatever. Give it here.{nl}
QUEST_LV_0100_20160718_015214	What is this...{nl}You've just come back to find me right?{nl}
QUEST_LV_0100_20160718_015215	Yes, this is Ebonypawn's dagger.{nl}I don't know too much about evil energies, but it shows all of his habits.{nl}
QUEST_LV_0100_20160718_015216	Followed a mysterious girl from Grynas Training Camp...{nl}Yes. I do seem to remember something.{nl}
QUEST_LV_0100_20160718_015217	Please let me know if anything like this happens again.{nl}I'll give you as much information as I can manage. Thank you.{nl}
QUEST_LV_0100_20160718_015218	I've received nothing but help from you.{nl}I sincerely hope that you'll catch who ever did this...
QUEST_LV_0100_20160718_015219	Ebonypawn... I've never heard that name before.{nl}You said something about the Ranger Master?{nl}
QUEST_LV_0100_20160718_015220	I think I'll have to go visit sometime with something nice.{nl}Anyhow, thank you for the hard work. Farewell!
QUEST_LV_0100_20160718_015221	I am collecting the ocean's energy here to create an altar for the goddess.{nl}But the monsters... are causing me trouble.{nl}
QUEST_LV_0100_20160718_015222	Brother Daroul is fighting the monsters off but...{nl}They're just coming in endless waves.{nl}
QUEST_LV_0100_20160718_015223	Would you really do that for me?{nl}I can't express my gratitude enough..{nl}
QUEST_LV_0100_20160718_015224	I happen to have a good idea.{nl}I have something that might be usable as bait for the monsters.{nl}
QUEST_LV_0100_20160718_015225	If you bury the powder in this bag, it'll spread its scent to the surrounding area in a cloud of green smoke.{nl}Then the monsters will gather towards you.{nl}
QUEST_LV_0100_20160718_015226	I'd appreciate it if you could deal with the monsters near the Old Bridge and Kranta Skerries!
QUEST_LV_0100_20160718_015227	I can't offord to lose a chance like this.{nl}Monsters are petty distractions.
QUEST_LV_0100_20160718_015228	Oh no...{nl}I've managed to finish the altar thanks to your help, but a Crabil has appeared!
QUEST_LV_0100_20160718_015229	We've just run away from the Crabil ourselves.{nl}I'm sure that it is attracted by the ocean's energy.{nl}
QUEST_LV_0100_20160718_015230	I can't even go anywhere near the altar, let alone preform the ceremony because of the monster.{nl}It also seems to be getting stronger by the minute thanks to the ocean's energy.{nl}
QUEST_LV_0100_20160718_015231	We'll do our best to stop the altar...{nl}Could you possibly get rid of the Crabil?
QUEST_LV_0100_20160718_015232	I'll stop the altar if you can buy me some time.{nl}Here goes nothing!
QUEST_LV_0100_20160718_015233	Are you alright?{nl}I don't know how I can thank you enough...
QUEST_LV_0100_20160718_015234	My goodness..{nl}The Crabil has ruined all of the offerings that were meant for the goddess.{nl}
QUEST_LV_0100_20160718_015235	We won't be able to offer any of this to the goddess..{nl}This is quite troubling..{nl}
QUEST_LV_0100_20160718_015236	Ah well, I suppose it can't be helped.{nl}Could I possibly ask you to order some coral handicrafts while we repair the altar?
QUEST_LV_0100_20160718_015237	There are some precious corals growing near the Kranta Skerries.{nl}Please provide Joana, the Accessory Merchant of Fedimian with the blue coral for the goods.{nl}
QUEST_LV_0100_20160718_015238	I would normally craft them myself but the situation is less than optimal as you may see...{nl}I know it's a long way to go but I beg of you...
QUEST_LV_0100_20160718_015239	Hello!{nl}Please feel free to take your time!{nl}
QUEST_LV_0100_20160718_015240	Hmm? You've come here to request some coral accessories?{nl}Oh... It's been a long time since I've seen any coral.{nl}
QUEST_LV_0100_20160718_015241	The quality seems to be impecable as well.{nl}All right. I'll do it.
QUEST_LV_0100_20160718_015242	I would normally craft them myself but the situation is less than optimal as you may see...{nl}I know it's a long way to Fedimian, but I beg of you.
QUEST_LV_0100_20160718_015243	However, I also have a request since this is a hard task.{nl}I would prefer to receive some Gapcrab Shell as compensation.{nl}
QUEST_LV_0100_20160718_015244	Of course, I won't receive any that are cracked or dented.{nl}Do you agree to the conditions?
QUEST_LV_0100_20160718_015245	Well then, off you go.{nl}I'll start working assuming that you'll bring me some quality materials.
QUEST_LV_0100_20160718_015246	Gapcrab Shell from the Kranta Skerries.{nl}I won't accept them if they've been damaged too much.
QUEST_LV_0100_20160718_015247	Did you bring the Shell?{nl}
QUEST_LV_0100_20160718_015248	The Shell seems to be in good condition.{nl}I haven't seen such quality Shell for a while now...{nl}
QUEST_LV_0100_20160718_015249	I'll be able to use these to craft great accessories.{nl}Here you go, the coral accessories that you've requested.
QUEST_LV_0100_20160718_015250	Finally... The goddesses have listened to our prayers!{nl}They have been silent for so long..{nl}
QUEST_LV_0100_20160718_015251	This is all thanks to you.{nl}We would have taken so much longer without your help.{nl}
QUEST_LV_0100_20160718_015252	This is only the beginning.{nl}We must gather our strength and prepare for further hardships.{nl}
QUEST_LV_0100_20160718_015253	Thank you so much... for all the help!
QUEST_LV_0100_20160718_015254	Those useless monsters have destroyed the coral that was Goddess Jurate's blessing.{nl}I'd like to make them pay, but I must protect the altar... There is no way that the two of us can...
QUEST_LV_0100_20160718_015255	Please. The monsters found at the Kranta Skerries.{nl}Show them that they can't destroy the coral without getting punished.
QUEST_LV_0100_20160718_015256	Thank you so much.{nl}I'm thinking of tidying the place up once the altar becomes safe.
QUEST_LV_0100_20160718_015257	Hmm... Come to think of it... {nl}It's no use if the monsters come back after they've been driven off.{nl}
QUEST_LV_0100_20160718_015258	So I think that it may be better to just scare them..{nl}Could you possibly be asked to help us once more?{nl}
QUEST_LV_0100_20160718_015259	Please gather the monster's energy after dealing with them.{nl}They won't bother us again if we put it near the Cranto Coast.{nl}
QUEST_LV_0100_20160718_015260	Thank you once again for agreeing to help us.
QUEST_LV_0100_20160718_015261	Remember, monsters from other regions don't count.{nl}Please fill it with the energy from monsters from this region.
QUEST_LV_0100_20160718_015262	You've already filled it with energy?{nl}It would have taken me ages... Well, I won't deny that you've got talent.{nl}
QUEST_LV_0100_20160718_015263	I'll go and bury the talisman since this will only take a moment.{nl}Thank you for helping.
QUEST_LV_0100_20160718_015264	{nl}May the blessings of Goddess Jurate be upon you...
QUEST_LV_0100_20160718_015265	Thank you for helping us get back in touch with Goddess Jurate again.{nl}This was all possible thanks to your help...{nl}
QUEST_LV_0100_20160718_015266	We're thinking of taking care of the altar for a while.{nl}So we want to gather some of the ocean's energy in advance... Could you help us do so?
QUEST_LV_0100_20160718_015267	Go to Sniega Sentry and collect some special stones.{nl}You'll be able to spot which ones are special by spraying them with this divine water and collecting the ones that glow blue.
QUEST_LV_0100_20160718_015268	The stones that glow blue when sprayed by divine water.{nl}I just need those particular stones.
QUEST_LV_0100_20160718_015269	You've returned. Thank you so much.{nl}Let me take a look at the stones.
QUEST_LV_0100_20160718_015270	They all seem to be pristine.{nl}All we have to do is to place these stones where the ocean's energy is the strongest!
QUEST_LV_0100_20160718_015271	Ah, will you do that?{nl}It's near Polybba Marshlands and Sahguma Lagoon.{nl}
QUEST_LV_0100_20160718_015272	If you take a look at where the water is flowing..{nl}You'll easily spot where the ocean's energy gathers.
QUEST_LV_0100_20160718_015273	We'll be fine as long as there is enough energy from the oceans.{nl}I'm sure Goddess Jurate will be pleased as well.{nl}
QUEST_LV_0100_20160718_015274	I think we can finally relax a bit.{nl}The altar will be filled with the ocean's energy about the time when it stabilizes.{nl}
QUEST_LV_0100_20160718_015275	We are in your debt.{nl}I will pray for Goddess Jurate to bless your journey.
QUEST_LV_0100_20160718_015276	Come back anytime if you have any more clues about Ebonypawn.{nl}I will provide you with as much information as I can. Thanks.{nl}
QUEST_LV_0100_20160718_015277	Ich werde die Rotkepa-Häute sammeln.
QUEST_LV_0100_20160718_015278	Zur Sicherheit
QUEST_LV_0100_20160718_015279	Die Siedler
QUEST_LV_0100_20160718_015280	Zu viel für eine allein
QUEST_LV_0100_20160718_015281	Vergangener Ruhm
QUEST_LV_0100_20160718_015282	Das halte ich nicht für nötig.
QUEST_LV_0100_20160718_015283	Ein schönes Zuhause
QUEST_LV_0100_20160718_015284	Das ergibt für mich keinen Sinn.
QUEST_LV_0100_20160718_015285	Das königliche Mausoleum beschützen
QUEST_LV_0100_20160718_015286	Versteckte magische Geräte
QUEST_LV_0100_20160718_015287	Das ist doch eigentlich egal.
QUEST_LV_0100_20160718_015288	Auf dem Weg zur Erlösung
QUEST_LV_0100_20160718_015289	Pilgerin in der Klemme
QUEST_LV_0100_20160718_015290	Bleib eine Weile hier und ruh dich aus.
QUEST_LV_0100_20160718_015291	Gefährliche Ablenkung
QUEST_LV_0100_20160718_015292	Ein Tag für Erholung
QUEST_LV_0100_20160718_015293	Sinn und Zweck
QUEST_LV_0100_20160718_015294	Versteckte Gerätschaften
QUEST_LV_0100_20160718_015295	Den Geist aus der Reserve locken
QUEST_LV_0100_20160718_015296	Habitat
QUEST_LV_0100_20160718_015297	Vorsicht ist besser als Nachsicht
QUEST_LV_0100_20160718_015298	Tohuwabohu
QUEST_LV_0100_20160718_015299	Hoffnung für die Göttin
QUEST_LV_0100_20160718_015300	Enge Verbündete
QUEST_LV_0100_20160718_015301	Ich kann ein wenig helfen.
QUEST_LV_0100_20160718_015302	Verborgene Artefakte finden
QUEST_LV_0100_20160718_015303	Die Eulenskulptur beobachten (1)
QUEST_LV_0100_20160718_015304	Tut mir leid, aber das wird schwierig.
QUEST_LV_0100_20160718_015305	Über das Gehörte sprechen
QUEST_LV_0100_20160718_015306	Erinnerungen der schlafenden Eulenskulptur
QUEST_LV_0100_20160718_015307	Ich gebe dir die Skulptur.
QUEST_LV_0100_20160718_015308	Lehrmeister der Göttin Jurate (1)
QUEST_LV_0100_20160718_015309	Einen Altar errichten (1)
QUEST_LV_0100_20160718_015310	Ich glaube leider nicht, dass ich dir helfen kann.
QUEST_LV_0100_20160718_015311	Einen Altar errichten (2)
QUEST_LV_0100_20160718_015312	Ich helfe dir noch ein wenig.
QUEST_LV_0100_20160718_015313	Einen Altar errichten (3)
QUEST_LV_0100_20160718_015314	Ich locke sie an, damit sie nicht hierher kommen.
QUEST_LV_0100_20160718_015315	Das hört sich viel zu gefährlich an.
QUEST_LV_0100_20160718_015316	Den Altar zurückerobern
QUEST_LV_0100_20160718_015317	Ich werde diesen Krabbil beseitigen.
QUEST_LV_0100_20160718_015318	Ich brauche Zeit zur Vorbereitung.
QUEST_LV_0100_20160718_015319	Bessere Opfergaben
QUEST_LV_0100_20160718_015320	Es tut mir leid, aber ich kann dir nicht mehr helfen.
QUEST_LV_0100_20160718_015321	Dein Interesse dieser Tage
QUEST_LV_0100_20160718_015322	Gut, machen wir so.
QUEST_LV_0100_20160718_015323	Das ist mir zu schwierig.
QUEST_LV_0100_20160718_015324	Zeremonie für die Göttin
QUEST_LV_0100_20160718_015325	Stein im Brett (1)
QUEST_LV_0100_20160718_015326	Ich werde die Monster von den Kranta-Schären vertreiben.
QUEST_LV_0100_20160718_015327	Ich mach's, aber ich ruhe mich erst ein wenig aus.
QUEST_LV_0100_20160718_015328	Stein im Brett (2)
QUEST_LV_0100_20160718_015329	Ich werde den Anhänger mit Monsterenergie füllen.
QUEST_LV_0100_20160718_015330	Ich muss etwas anderes erledigen, tut mir leid.
QUEST_LV_0100_20160718_015331	Bereit für die Zukunft (1)
QUEST_LV_0100_20160718_015332	Ich werde darüber nachdenken.
QUEST_LV_0100_20160718_015333	Bereit für die Zukunft (2)
QUEST_LV_0100_20160718_015334	Ich mache das und platziere die Steine.
QUEST_LV_0100_20160718_015335	Ich muss jetzt leider weg.
QUEST_LV_0100_20160718_015336	Der Eigentümer des Dolchs
QUEST_LV_0100_20160718_015337	Ich kann mich an etwas Ähnliches erinnern.
QUEST_LV_0100_20160718_015338	Ich würde das auch gerne wissen.
QUEST_LV_0100_20160718_015339	Dem Versorgungsoffizier scheint bezüglich des Vubbe-Stoffs etwas klar zu werden. Sprich erneut mit ihm.
QUEST_LV_0100_20160718_015340	Die Jagdmeisterin hat dir erklärt, dass sie dich als Jäger anerkennen wird, wenn du ihr bei der Suche nach den Büchern hilfst. Suche im Vubbe-Außenposten nach den Büchern, wie es die Jagdmeisterin verlangt hat.
QUEST_LV_0100_20160718_015341	Die Jagdmeisterin meinte, der Armbrustschützenmeister sei eventuell daran interessiert, das Buch gegen zähes Glizardon-Leder zu tauschen. Gehe zur Dogmenkirche, U1. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Beschaffe dort das Glizardon-Leder.
QUEST_LV_0100_20160718_015342	Der Bogenschützenmeister, der aktuell den Wall repariert, hat das nächste Buch. Sammle Steine vom Eingang des Kristallbergwerks neben dem Bergbaudorf für den Bogenschützenmeister.
QUEST_LV_0100_20160718_015343	Der Armbrustschützenmeister hat dich gebeten, bei der Suche nach einigen Büchern zu helfen. Gehe zunächst zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Suche dann im vom Armbrustschützenmeister erwähnten Vubbe-Außenposten nach dem Buch.
QUEST_LV_0100_20160718_015344	Du hast das Buch von der Jagdmeisterin erhalten. Kehre zum Armbrustschützenmeister zurück, um nach dem nächsten Buch zu fragen.
QUEST_LV_0100_20160718_015345	Der Armbrustschützenmeister meint, dass du das nächste Buch vom Bogenschützenmeister erhalten könntest, der aktuell den Wall repariert. Gehe am östlichen Siauliai-Wald vorbei zum Bergbaudorf und sammle Steine für den Bogenschützenmeister.
QUEST_LV_0100_20160718_015346	Der Bogenschützenmeister hat dich um Hilfe gebeten, um das Buch zu finden. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Gehe dann zum Vubbe-Außenposten und suche dort das Buch, wie der Bogenschützenmeister dir gesagt hat.
QUEST_LV_0100_20160718_015347	Der Bogenschützenmeister meinte, der Armbrustschützenmeister sei eventuell daran interessiert, das Buch gegen zähes Glizardon-Leder zu tauschen. Gehe zur Dogmenkirche. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Beschaffe dort das Glizardon-Leder.
QUEST_LV_0100_20160718_015348	Die Waldläufermeisterin hat dich um Hilfe gebeten, um das Buch zu finden. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Gehe dann zum Vubbe-Außenposten und suche dort das Buch, wie der Bogenschützenmeister dir gesagt hat.
QUEST_LV_0100_20160718_015349	Die Waldläufermeisterin meinte, der Armbrustschützenmeister sei eventuell daran interessiert, das Buch gegen zähes Glizardon-Leder zu tauschen. Gehe zur Dogmenkirche. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Beschaffe dort das Glizardon-Leder.
QUEST_LV_0100_20160718_015350	Gehe zunächst zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Suche dann die Steine im von der Waldläufermeisterin erwähnten Gebiet.
QUEST_LV_0100_20160718_015351	Gehe ins Untergeschoss der Dogmenkirche. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Beschaffe dort grobe Rinde von den Yognomen, damit die Peltasta-Meisterin dir hilft.
QUEST_LV_0100_20160718_015352	Die Peltasta-Meisterin hat dir eine Mission aufgetragen. Gehe ins Untergeschoss der Dogmenkirche. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Beschaffe dann schwarze Glizardon-Klauen aus diesem Gebiet.
QUEST_LV_0100_20160718_015353	Gehe zum Dogmengarten. Er liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Platziere dann den Feuertopf in der Nähe der Monster dort, um die Feuerenergie zu sammeln.
QUEST_LV_0100_20160718_015354	Der Kryomant möchte, dass du ihm hilfst, ein Buch zu finden. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Suche dann den Bürgermeister des Bergbaudorfs auf und frage ihn, wo das Buch sein könnte.
QUEST_LV_0100_20160718_015355	Der Schwertkämpfermeister möchte erfahren, wie man sein Können verbessert. Gehe ins Untergeschoss der Dogmenkirche. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Ergründe dann, was der Schwertkämpfermeister dir sagen wollte, indem du dort Glizardons besiegst.
QUEST_LV_0100_20160718_015356	Der Priestermeister möchte der Göttin seinen Glauben beweisen. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Finde dann den besessenen Soldaten im Bergbaudorf und führe einen Exorzismus durch.
QUEST_LV_0100_20160718_015357	Gehe zur Dogmenkirche neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht, um die von der Zauberkundigenmeisterin gewünschten Zutaten zu beschaffen. Du findest Galok-Fell im Erdgeschoss, Egnomfragmente auf der zweiten Ebene und Glizardon-Hörner im ersten Untergeschoss.
QUEST_LV_0100_20160718_015358	Die Klerikermeisterin hat dich um Hilfe beim Heilen der Patienten gebeten. Heile die Patienten, nachdem du Weihwasser vom Krivis- und Priestermeister besorgst.
QUEST_LV_0100_20160718_015359	Du hast Weihwasser vom Krivis- und Priestermeister erhalten. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald, und heile die Patienten dort.
QUEST_LV_0100_20160718_015360	Mit Steinmetz Kanolyn sprechen
QUEST_LV_0100_20160718_015361	Du hast Steinmetz Kanolyn getroffen, der recht ratlos dreinblickt. Sprich mit ihm.
QUEST_LV_0100_20160718_015362	Zu Steinmetz Kanolyn zurückkehren
QUEST_LV_0100_20160718_015363	Du hast die Cockatricen ordentlich dezimiert. Melde dich wieder bei Steinmetz Kanolyn.
QUEST_LV_0100_20160718_015364	Steinmetz Kanolyn meint, Monster hätten seine Ausrüstung gestohlen. Sprich wieder mit ihm.
QUEST_LV_0100_20160718_015365	Du hast leider keine Werkzeugkiste gefunden. Kehre zu Steinmetz Kanolyn zurück.
QUEST_LV_0100_20160718_015366	Cockat-Schwanz beschaffen
QUEST_LV_0100_20160718_015367	Tara Miles meint, der Cockat läge schon im Sterben und sie hätte gerne den Schwanz. Beschaffe den Cockat-Schwanz von der anderen Seite des Lagers.
QUEST_LV_0100_20160718_015368	Tara Miles den Cockat-Schwanz geben
QUEST_LV_0100_20160718_015369	Du hast den Cockat-Schwanz beschafft. Kehre zu Tara Miles zurück.
QUEST_LV_0100_20160718_015370	Cockat-Schwanz beschaffen
QUEST_LV_0100_20160718_015371	Der Priestermeister möchte, dass du deine guten Absichten beweist, indem du
QUEST_LV_0100_20160718_015372	sammelst. Gehe durch den östlichen Siauliai-Wald zum Bergbaudorf. Besiege dort die Vubbes in der Umgebung und sammle
QUEST_LV_0100_20160718_015373	.
QUEST_LV_0100_20160718_015374	Der Krivis-Meister meint, dass der Krivis-Bruder, der das heilige Relikt transportierte, verschwunden ist. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Suche dort den vermissten Krivis-Bruder.
QUEST_LV_0100_20160718_015375	Rotkepa-Häute aus dem Bergbaudorf sammeln
QUEST_LV_0100_20160718_015376	Der Schwertkämpfermeister will sehen, ob du deines Schwerts auch würdig bist. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Bekämpfe dann die Rotkepas, um ihre Häute zu beschaffen.
QUEST_LV_0100_20160718_015377	Du hast die benötigten Rotkepa-Häute gesammelt. Bring sie dem Schwertkämpfermeister.
QUEST_LV_0100_20160718_015378	Rotkepa-Häute beschaffen
QUEST_LV_0100_20160718_015379	Rotkepas besiegen
QUEST_LV_0100_20160718_015380	Die Zauberkundigenmeisterin betont, wie wichtig es ist, zäh zu sein. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Beseitige die Rotkepas dort und kehre dann zur Zauberkundigenmeisterin zurück.
QUEST_LV_0100_20160718_015381	Du hast die Rotkepas beseitigt. Kehre zur Zauberkundigenmeisterin zurück und erstatte ihr Bericht.
QUEST_LV_0100_20160718_015382	Jukopoden besiegen und ihre Kerne beschaffen
QUEST_LV_0100_20160718_015383	Der Bogenschützenmeister möchte dein Können auf die Probe stellen. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Besiege die Jukopoden dort, um ihre Kerne zu beschaffen.
QUEST_LV_0100_20160718_015384	Du hast genug Jukopus-Kerne gesammelt. Gib sie dem Bogenschützenmeister.
QUEST_LV_0100_20160718_015385	Jukopus-Kerne bescahffen
QUEST_LV_0100_20160718_015386	Die Klerikermeisterin meint, dass du dein Können durch ergebenen Dienst weiter ausbauen kannst. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald. Besiege dort die Vubbes in der Umgebung und sammle grüne Salbe.
QUEST_LV_0100_20160718_015387	Du kannst gerade so etwas erkennen. Versuche, mit dem Wesen zu sprechen.
QUEST_LV_0100_20160718_015388	Gehe zur Dogmenkirche. Sie liegt neben dem Gele-Plateau, jenseits des Bergbaudorfs und der Srautas-Schlucht. Sammle dort Plagel-Seelenkristalle und Plag-Geisteskristalle im Erdgeschoss.
QUEST_LV_0100_20160718_015389	Jukopoden in Nähe des Bergbaudorfs besiegen
QUEST_LV_0100_20160718_015390	Du musst eine Prüfung bestehen, um ein Peltasta zu werden. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald, und besiege dort Jukopoden.
QUEST_LV_0100_20160718_015391	Du hast alle Jukopoden beseitigt. Gehe zur Peltasta-Meisterin und erstatte ihr Bericht.
QUEST_LV_0100_20160718_015392	Vubbes im Bergbaudorf besiegen
QUEST_LV_0100_20160718_015393	Du musst eine Prüfung bestehen, um ein Highlander zu werden. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald, und besiege dort Vubbes.
QUEST_LV_0100_20160718_015394	Vubbes im Bergbaudorf besiegen
QUEST_LV_0100_20160718_015395	Die Pyromantin meint, dass du weiter lernen darfst, wenn du ihr bei ihrer Forschung hilfst. Gehe der Bokor-Meisterin helfen, die aktuell mit der Pyromantenmeisterin an einem Projekt zusammenarbeitet.
QUEST_LV_0100_20160718_015396	Du hast einen Dorfbewohner gefunden, aber er scheint verletzt zu sein. Frag ihn, was passiert ist.
QUEST_LV_0100_20160718_015397	Eine Linse im Bergbaudorf finden
QUEST_LV_0100_20160718_015398	Der Armbrustschütze meint, dass er das Teleskop sucht, das sich früher im Astralturm befand. Er hat wohl etwas darüber erfahren, wo die Linse zu finden ist. Suche die Linse im Bergbaudorf jenseits des östlichen Siauliai-Waldes.
QUEST_LV_0100_20160718_015399	Vubbe-Giftproben sammeln
QUEST_LV_0100_20160718_015400	Die Waldläufermeisterin hat einen Assassinen mit Namen Schwarzbauer erwähnt und hätte gerne eine Probe seines Gifts. Gehe zum Bergbaudorf, vorbei am östlichen Siauliai-Wald, und sammle Giftproben von den Vubbes dort.
QUEST_LV_0100_20160718_015401	%s von besiegten Vubbes erhalten
QUEST_LV_0100_20160718_015402	Gustas meint, dass nur noch das letzte Siegel verbleiben würde, macht sich aber Sorgen um eine gefährliche Präsenz. Brich das Siegel links des zusammengebrochenen Heiligtums. Nimm dich außerdem vor Monsterangriffen in Acht.
QUEST_LV_0100_20160718_015403	Die Waldläufer-Meisteranwärterin wünscht sich, dass die Waldläufer den Menschen beim Wiederaufbau Orshas helfen. Gehe zum Koru-Dschungel, vorbei am Wald der Verbundenen Brücken und der Paupys-Kreuzung. Dort findest du Steine, die für den Wiederaufbau verwendet werden können.
