QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.
QUEST_UNUSED_20151102_002727	One of the masters in Fedimian should be able to help us!{nl}I hope so...
QUEST_UNUSED_20151102_002728	You're back already.{nl}Did... you find a master to help us?{nl}
QUEST_UNUSED_20151102_002729	The Druid Master wrote this scroll herself? {nl}That's even better than I expected. Thank you!
QUEST_UNUSED_20151102_002730	I found the source of the contamination.{nl}The demons set up another totem.{nl}
QUEST_UNUSED_20151102_002731	This purification scroll should do it but...{nl}With the demons guarding it, I can't get close enough to the totem.{nl}
QUEST_UNUSED_20151102_002732	Will you destroy the demon totem and purify it with the scroll?
QUEST_UNUSED_20151102_002733	I can't understand why someone would side with the demons...{nl}How powerful is their evil energy, that even ferrets can't handle it?
QUEST_UNUSED_20151102_002734	Revelator, your help has given us new hope. {nl}We couldn't have solved this without you...{nl}
QUEST_UNUSED_20151102_002735	After the new temple is completed, feel free to come by again, Revelator!
QUEST_UNUSED_20151102_002736	Our people feel safe now that everything's come to an end...{nl}You really are our savior. Thank you, thank you!{nl}
QUEST_UNUSED_20151102_002737	Our people are going to join forces and build a temple for the goddesses now.{nl}By the way, I was looking around the Irbedi Cliff for a spot to build the temple and I found a place with a strong vital force.
QUEST_UNUSED_20151102_002738	I couldn't do much more because of the demons...{nl}But the energy of that land, I'm sure it'll help Goddess Lada recover Hers.{nl}
QUEST_UNUSED_20151102_002739	So I want to ask you.{nl}They say this seed grows a flower that takes on whatever properties of the land where it's planted.
QUEST_UNUSED_20151102_002740	If we plant it on that land, the flower too will have the same life force.{nl}Will you bring that flower to Goddess Lada?
QUEST_UNUSED_20151102_002741	I have never felt a force so powerful.{nl}I only hope this flower can heal the wounds in Goddess Lada's body and spirit...
QUEST_UNUSED_20151102_002742	Even if it happened in accordance with Laima's prophecy, I have fallen and left the townspeople helpless and worried..{nl}My gratitude cannot be expressed through mere words...
QUEST_UNUSED_20151102_002743	And this flower is filled with great life force...{nl}My recovery won't take long with this. Again, thank you...{nl}
QUEST_UNUSED_20151102_002744	Thank you.{nl}May you be blessed by all the living beings in this forest...
QUEST_UNUSED_20151102_002745	If only I can escape the Redemption Ward... I can get my energy back.{nl}Please hurry...
QUEST_UNUSED_20151102_002746	The Kruvina is still being produced.{nl}You need to hurry...
QUEST_UNUSED_20151102_002747	Please lend me just a little more of your strength.{nl}Only you can do this.
QUEST_UNUSED_20151102_002748	A human sided with the demons...{nl}With the world as it is, who would have thought...?
QUEST_UNUSED_20151102_002749	I... feel my conscience fading away...{nl}Hurry and destroy the three devices... before the Kruvina is completed.{nl}
QUEST_UNUSED_20151102_002750	Fortunately, should I say... those devices were made by a human...{nl}Your abilities should be enough to destroy them.{nl}
QUEST_UNUSED_20151102_002751	The Redemption Ward first...{nl}Please, before I lose my senses...
QUEST_UNUSED_20151102_002752	You... destroyed the Redemption Ward.{nl}I'm fine. I'm just a little dizzy.
QUEST_UNUSED_20151102_002753	Now only the vitality absorption device and the suppressor are left.{nl}If you destroy the vitality absorption device, you'll stop the production of the Kruvina.{nl}
QUEST_UNUSED_20151102_002754	The device was made to absorb only the vitality of the goddesses...{nl}If it absorbs that of another being it will shut down.{nl}
QUEST_UNUSED_20151102_002755	Demon blood, especially, is opposite to my nature, and it will cause an ever stronger reaction on the device.
QUEST_UNUSED_20151102_002756	You really are Laima's chosen one...{nl}I feel like I'm regaining my energy a little now.
QUEST_UNUSED_20151102_002757	Finally, the Kruvina suppressor.{nl}That's the device that collects my vitality and supplies it to the Kruvina.{nl}
QUEST_UNUSED_20151102_002758	That much is operated by the demons' magic power alone.{nl}Use Laima's orb to overload the device.
QUEST_UNUSED_20151102_002759	Fedimian is a really big city.{nl}Especially because it's close to the Great Cathedral, it's a common destination for pilgrims.{nl}
QUEST_UNUSED_20151102_002760	Fedimian, too, was afected by Medzio Diena...{nl}But even though the business district was destroyed, a surprising number of people survived.{nl}
QUEST_UNUSED_20151102_002761	People there think it was because Fedimian is in the divine area where the the great statue of Goddess Austeja is.{nl}Now they're hard at work to rebuild the city.
QUEST_UNUSED_20151102_002762	Go down at the Kraijwi Crossings and you should see Fedimian.{nl}Alright then, I look forward to hear good news from you!
QUEST_UNUSED_20151102_002763	I'm very glad to hear that.{nl}The totems are close to the Inega Vacant Lot and in the Odur Backyard.
QUEST_UNUSED_20151102_002764	The girl disappeared with the light.
QUEST_UNUSED_20151102_002765	Elder Eloizard
QUEST_UNUSED_20151102_002766	You must quite talented, coming all the way over here.{nl}I'm the chief of a village downstream from this lake.
QUEST_UNUSED_20151102_002767	We came up here to try and find out why the lake turned red.{nl}I looked around for a while but as I was about to go back I got my path blocked by monsters.{nl}If that's all right, will you give me a hand?
QUEST_UNUSED_20151102_002768	Please.{nl}I just need you to clear out some monsters around here.
QUEST_UNUSED_20151102_002769	Samsonas
QUEST_UNUSED_20151102_002770	You're the traveler?{nl}I'm going to pray to the goddesses to make the lake clean again. {nl}Before the lake was contaminated I once saw people make offerings to an obelisk around here.
QUEST_UNUSED_20151102_002771	You're the traveler?{nl}I'm going to pray to the goddesses to make the lake clean again. {nl}Before the lake was contaminated I once saw people make offerings to an obelisk around here.
QUEST_UNUSED_20151102_002772	Please do me this favor.
QUEST_UNUSED_20151102_002773	You got it! Thank you for your help.
QUEST_UNUSED_20151102_002774	Nikodemas
QUEST_UNUSED_20151102_002775	You wouldn't happen to have seen a young man around here?{nl}He said he was just going somewhere but hasn't been back since.{nl}Someone saw him head to the Absenta Reservoir.{nl}If you're going that way, would you look for him?
QUEST_UNUSED_20151102_002776	It'll be okay, I hope...
QUEST_UNUSED_20151102_002777	Isolated Youth
QUEST_UNUSED_20151102_002778	Thank you.{nl}I was being chased by that huge monster and had to hide here, but it wouldn't move, so I was stuck.{nl}You saved me.
QUEST_UNUSED_20151102_002779	Is everything all right with him?
QUEST_UNUSED_20151102_002780	Scalvis
QUEST_UNUSED_20151102_002781	So you're the traveler who helped our chief. {nl}After the lake was contaminated there's more monsters around and we're afraid they'll hurt someone.{nl}Will you clear out some around here?
QUEST_UNUSED_20151102_002782	Hopefully we won't run into trouble before we go back to the village.
QUEST_UNUSED_20151102_002783	Thank you for your help.{nl}I hope we can all return safely.
QUEST_UNUSED_20151102_002784	The contaminated lake is a big problem.{nl}We really need to hurry and find a solution...
QUEST_UNUSED_20151102_002785	Lately there's a lot more monsters around, this area is dangerous now.
QUEST_UNUSED_20151102_002786	We came up all together but it's too dangerous here.
QUEST_UNUSED_20151102_002787	Thanks to you I was able to come back to my people.{nl}Thank you.
QUEST_UNUSED_20151102_002788	Hm...?{nl}Why is the ground shaking?
QUEST_UNUSED_20151102_002789	I should go, something could have happened to the villagers.{nl}I apologize if I'm being a little shameless, but would you help us some more?
QUEST_UNUSED_20151102_002790	Wo?
QUEST_UNUSED_20151102_002791	Das geht mich nichts an.
QUEST_UNUSED_20151102_002792	Ich werde dir helfen, die anderen zu finden.
QUEST_UNUSED_20151102_002793	Kehren wir zu Rosa zurück.
QUEST_UNUSED_20151102_002794	Was sind das genau für Symptome?
QUEST_UNUSED_20151102_002795	Der Kleriker-Meisteranwärterin von den Symptomen des Kräuterkundigen Talas erzählen
QUEST_UNUSED_20151102_002796	Dem Kräuterkundigen Talas die Arznei überreichen
QUEST_UNUSED_20151102_002797	Weitersuchen
QUEST_UNUSED_20151102_002798	Ich werde mit dem Dorfbewohner sprechen.
QUEST_UNUSED_20151102_002799	Wir sollten uns beeilen.
QUEST_UNUSED_20151102_002800	Ich werde die XX-Essenz finden.
QUEST_UNUSED_20151102_002801	Kümmern wir uns später darum.
QUEST_UNUSED_20151102_002802	Ich werde dir helfen.
QUEST_UNUSED_20151102_002803	Ich kann ihr nicht helfen.
QUEST_UNUSED_20151102_002804	Ich sehe nach, ob ich einen Erholungstrank habe.
QUEST_UNUSED_20151102_002805	Gedulde dich noch ein bisschen.
QUEST_UNUSED_20151102_002806	Ich werde die Dämonen in der Umgebung besiegen.
QUEST_UNUSED_20151102_002807	Dann sollte ich wohl lieber weglaufen.
QUEST_UNUSED_20151102_002808	Ich werde ihre Besitztümer finden.
QUEST_UNUSED_20151102_002809	Such doch selbst danach.
QUEST_UNUSED_20151102_002810	Ich werde sie später suchen.
QUEST_UNUSED_20151102_002811	Ich werde den Raum betreten.
QUEST_UNUSED_20151102_002812	Ich schalte das Gerät ab.
QUEST_UNUSED_20151102_002813	Bitte eine andere Person um Hilfe.
QUEST_UNUSED_20151102_002814	Ich werde deinen Rucksack suchen gehen.
QUEST_UNUSED_20151102_002815	Ich werde mich selbst auf die Suche machen.
QUEST_UNUSED_20151102_002816	Ich werde den Ort des Experiments aufsuchen.
QUEST_UNUSED_20151102_002817	Ich mache mich später auf den Weg.
QUEST_UNUSED_20151102_002818	Ich hole das heilige Relikt zurück.
QUEST_UNUSED_20151102_002819	Ich platziere das heilige Relikt.
QUEST_UNUSED_20151102_002820	Ich kümmere mich selbst darum.
QUEST_UNUSED_20151102_002821	Ich versuche es.
QUEST_UNUSED_20151102_002822	Das mache ich nicht.
QUEST_UNUSED_20151102_002823	Ich werde gleich mit dem Sammeln beginnen.
QUEST_UNUSED_20151102_002824	Ich werde den Kristall entfernen.
QUEST_UNUSED_20151102_002825	Ich werde Rosa retten.
QUEST_UNUSED_20151102_002826	Ich werde die Zauberkundigen-Meisteranwärterin aufsuchen.
QUEST_UNUSED_20151102_002827	Ich mache mich später auf den Weg.
QUEST_UNUSED_20151102_002828	Über Rosa und ihren Bruder sprechen
QUEST_UNUSED_20151102_002829	Ich hole die Dämonenessenz für dich.
QUEST_UNUSED_20151102_002830	Das mache ich später.
QUEST_UNUSED_20151102_002831	Ich kümmere mich darum.
QUEST_UNUSED_20151102_002832	Ich kümmere mich später darum.
QUEST_UNUSED_20151102_002833	Ich werde das Experimentnotizbuch suchen.
QUEST_UNUSED_20151102_002834	Ich werde das Gerät abschalten.
QUEST_UNUSED_20151102_002835	Soll sich Edmundas darum kümmern.
QUEST_UNUSED_20151102_002836	Die Ziele der Dämonen
QUEST_UNUSED_20151102_002837	Geht es dir gut?
QUEST_UNUSED_20151102_002838	Ich muss los, tut mir leid.
QUEST_UNUSED_20151102_002839	Bürgermeister Romanas suchen (1)
QUEST_UNUSED_20151102_002840	Bürgermeister Romanas suchen (2)
QUEST_UNUSED_20151102_002841	Sei vorsichtig.
QUEST_UNUSED_20151102_002842	Kein Grund zur Eile.
QUEST_UNUSED_20151102_002843	Bürgermeister Romanas suchen (3)
QUEST_UNUSED_20151102_002844	Bürgermeister Romanas suchen (4)
QUEST_UNUSED_20151102_002845	Ich werde warten.
QUEST_UNUSED_20151102_002846	Dem grünen Pfeil folgen, um Orsha zu betreten
QUEST_UNUSED_20151102_002847	Bete die Statue der Göttin Ausrine auf dem Zentralplatz an!
QUEST_UNUSED_20151102_002848	Den Gegenstandshändler suchen
QUEST_UNUSED_20151102_002849	Den Accessoirehändler suchen
QUEST_UNUSED_20151102_002850	Inesa Hamontal sucht nach dir.
QUEST_UNUSED_20151102_002851	Sprechen
QUEST_UNUSED_20151102_002852	Sag mir einfach, wohin ich gehen soll.
QUEST_UNUSED_20151102_002853	Wenn das zu kompliziert ist, ist das nichts für mich.
QUEST_UNUSED_20151102_002854	Ihr Zustand ist perfekt.
QUEST_UNUSED_20151102_002855	Die sehen nicht so gut aus.
QUEST_UNUSED_20151102_002856	Ich repariere die Göttinnenstatuen.
QUEST_UNUSED_20151102_002857	Den neuen Plan vereiteln
QUEST_UNUSED_20151102_002858	Die magischen Objekte untersuchen
QUEST_UNUSED_20151102_002859	Damit es richtig kracht
QUEST_UNUSED_20151102_002860	Die Umgebung zuerst
QUEST_UNUSED_20151102_002861	Die Vorrichtung zerstören, die die magischen Kreise erzeugt
QUEST_UNUSED_20151102_002862	Fertig mit den Vorbereitungen
QUEST_UNUSED_20151102_002863	Beweis in den Ruinen
QUEST_UNUSED_20151102_002864	Für die, die sich erinnern
QUEST_UNUSED_20151102_002865	Liebe deinen Nächsten wie dich selbst
QUEST_UNUSED_20151102_002866	Ressourcen wiederverwerten
QUEST_UNUSED_20151102_002867	Unseliger Argwohn
QUEST_UNUSED_20151102_002868	Schnelle Rückkehr
QUEST_UNUSED_20151102_002869	Die Untersuchung geht weiter
QUEST_UNUSED_20151102_002870	Voreiliges Urteil
QUEST_UNUSED_20151102_002871	Operation Gerätlahmlegung
QUEST_UNUSED_20151102_002872	Erste Schritte zu einem sicheren Lager
QUEST_UNUSED_20151102_002873	Fressen oder gefressen werden
QUEST_UNUSED_20151102_002874	Giftiges Spiel
QUEST_UNUSED_20151102_002875	Erste-Hilfe-Ausrüstung
QUEST_UNUSED_20151102_002876	Paustas Verfolgung (1)
QUEST_UNUSED_20151102_002877	Paustas Verfolgung (2)
QUEST_UNUSED_20151102_002878	Die Falle aufstellen
QUEST_UNUSED_20151102_002879	Geistertausch
QUEST_UNUSED_20151102_002880	Der Pfad zu ihm
QUEST_UNUSED_20151102_002881	Unerwartete Nebenwirkungen
QUEST_UNUSED_20151102_002882	Das ist erst der Anfang
QUEST_UNUSED_20151102_002883	Damit es nicht wieder geschieht
QUEST_UNUSED_20151102_002884	Blankgeputzt bis in die Ecken
QUEST_UNUSED_20151102_002885	Hinweise auf die Verschwörung
QUEST_UNUSED_20151102_002886	Gründliches Vorgehen
QUEST_UNUSED_20151102_002887	Jetzt kann ich endlich ruhen …
QUEST_UNUSED_20151102_002888	Ich kümmere mich darum. Wie sehen die Kräuter aus?
QUEST_UNUSED_20151102_002889	Ruhig bleiben
QUEST_UNUSED_20151102_002890	Ich kümmere mich darum.
QUEST_UNUSED_20151102_002891	Das mache ich nicht.
QUEST_UNUSED_20151102_002892	Das ist ein bisschen zu viel für mich.
QUEST_UNUSED_20151102_002893	Rotes Wasser holen
QUEST_UNUSED_20151102_002894	Ich mache mich gleich auf den Weg.
QUEST_UNUSED_20151102_002895	Ich glaube nicht, dass das nötig sein wird.
QUEST_UNUSED_20151102_002896	Ich kümmere mich sofort darum.
QUEST_UNUSED_20151102_002897	Sehen wir uns den Schössling des Mädchens an.
QUEST_UNUSED_20151102_002898	Warten wir mal ab.
QUEST_UNUSED_20151102_002899	Ich fürchte, ich kann dir jetzt nicht helfen.
QUEST_UNUSED_20151102_002900	Lass mich kurz nachdenken.
QUEST_UNUSED_20151102_002901	Ich werde einen Zerstörungsversuch wagen.
QUEST_UNUSED_20151102_002902	Ich breche sofort auf.
QUEST_UNUSED_20151102_002903	Warten wir kurz.
QUEST_UNUSED_20151102_002904	Ich glaube, das wird schwierig.
QUEST_UNUSED_20151102_002905	Einbahnstraße
QUEST_UNUSED_20151102_002906	Ich habe keinen Grund, mich dorthin zu begeben.
QUEST_UNUSED_20151102_002907	Unfallverhütung
QUEST_UNUSED_20151102_002908	Verstanden!
QUEST_UNUSED_20151102_002909	Die Zauberkundigenmeisterin beschwert sich, dass niemand den Mut hat, sich um die Monster zu kümmern. Besiege Eisenbaum im östlichen Siauliai-Wald.
QUEST_UNUSED_20151102_002910	Die Namotts der Läuterung im Schluchtgebiet (36_1) platzieren
QUEST_UNUSED_20151102_002911	Die Orakelmeisterin meint, dass die böse Energie stärker wird und ihre Kräfte beeinträchtigt. Begib dich ins Schluchtgebiet (36_1), wo die böse Energie am stärksten ist, und platziere die Namotts der Läuterung.
QUEST_UNUSED_20151102_002912	Du hast alle Namotts der Läuterung platziert. Kehre zur Orakelmeisterin zurück.
QUEST_UNUSED_20151102_002913	Auf der Säule sind Schriftzeichen erschienen. Gehe näher an sie ran, um sie zu lesen.
QUEST_UNUSED_20151102_002914	Eier von Grüninfrohaltern sammeln
QUEST_UNUSED_20151102_002915	Um herauszufinden, wo sich die Offenbarungen befinden, musst du mit einem Geist sprechen, der zur Zeit Ruklys gelebt hat. Dies ist ein schwieriges Unterfangen. Sammle Eier von Grüninfrohaltern, um einen Gebundenheitstoken herzustellen.
QUEST_UNUSED_20151102_002916	Du hast die Eier von Grüninfrohaltern gesammelt. Bringe sie zum alten Verwalter.
QUEST_UNUSED_20151102_002917	Helfen, Lasis Ausdauer wiederherzustellen
QUEST_UNUSED_20151102_002918	Rosa möchte die Händler in der Umgebung mit Lasis Hilfe suchen. Allerdings geht es ihm nicht gut. Gib Lasi einen Ausdauer-Wiederherstellungstrank.
QUEST_UNUSED_20151102_002919	Mit Dorfbewohner von XX sprechen
QUEST_UNUSED_20151102_002920	Sprich mit Rosa.
QUEST_UNUSED_20151102_002921	Die am Mönch angebrachten Geräte zerstören
QUEST_UNUSED_20151102_002922	Mit Mönch Goss sprechen
QUEST_UNUSED_20151102_002923	Mit Mönch Goss sprechen
QUEST_UNUSED_20151102_002924	XX-Essenz besorgen
QUEST_UNUSED_20151102_002925	Um den magischen Kreis am Lagertor zu deaktivieren, musst du beweisen, dass du ein Dämon bist.
QUEST_UNUSED_20151102_002926	XX besiegen, um Folgendes zu besorgen: %s
QUEST_UNUSED_20151102_002927	Mit Mönch Goss sprechen
QUEST_UNUSED_20151102_002928	Mönch Goss und Rosa beschützen
QUEST_UNUSED_20151102_002929	Beschütze Mönch Goss, während er das Lagertor öffnet.
QUEST_UNUSED_20151102_002930	Den Dorfbewohnern bei der Flucht helfen
QUEST_UNUSED_20151102_002931	Hilf den Dorfbewohnern bei der Flucht.
QUEST_UNUSED_20151102_002932	Mit dem Experimentopfer (1) sprechen
QUEST_UNUSED_20151102_002933	Sprich mit dem Experimentopfer (1).
QUEST_UNUSED_20151102_002934	Dem Experimentopfer einen Erholungstrank geben
QUEST_UNUSED_20151102_002935	Dem Opfer des Experiments geht es nach der ganzen Sache ziemlich schlecht. Hilf ihm mit einem Ausdauer-Wiederherstellungstrank.
QUEST_UNUSED_20151102_002936	Dämonen in der Nähe besiegen
QUEST_UNUSED_20151102_002937	Besiege Dämonen in der Nähe, damit das Experimentopfer (1) aus dem Kloster entkommen kann.
QUEST_UNUSED_20151102_002938	Dämonen in der Nähe besiegen
QUEST_UNUSED_20151102_002939	Mit dem Experimentopfer (2) sprechen
QUEST_UNUSED_20151102_002940	Mit dem Experimentopfer (2) sprechen
QUEST_UNUSED_20151102_002941	Die Besitztümer der Familie und Freunde des Experimentopfers (2) suchen
QUEST_UNUSED_20151102_002942	Das Experimentopfer (2) möchte die Besitztümer seiner Familie und Freunde zurückhaben, um sie beisetzen zu können. Suche sie.
QUEST_UNUSED_20151102_002943	Edmundas suchen
QUEST_UNUSED_20151102_002944	Suche Edmundas im Bereich 64_2 des Klosters.
QUEST_UNUSED_20151102_002945	Edmundas retten
QUEST_UNUSED_20151102_002946	Finde und zerstöre die Vorrichtungen, die Edmundas quälen.
QUEST_UNUSED_20151102_002947	Die Vorrichtungen des geheimnisvollen Zauberers zerstören
QUEST_UNUSED_20151102_002948	Die vom Zauberer geschaffenen Vorrichtungen quälen Edmundas. Zerstöre sie.
QUEST_UNUSED_20151102_002949	Mit Edmundas sprechen
QUEST_UNUSED_20151102_002950	Mit Edmundas sprechen
QUEST_UNUSED_20151102_002951	Den Zauberstein des Schmerzes zerstören
QUEST_UNUSED_20151102_002952	Die Haltevorrichtung zerstören
QUEST_UNUSED_20151102_002953	Zerstöre die Vorrichtung, die Edmundas gefangen hält.
QUEST_UNUSED_20151102_002954	Mit dem Experimentopfer sprechen
QUEST_UNUSED_20151102_002955	Mit dem Experimentopfer sprechen
QUEST_UNUSED_20151102_002956	Rucksack des Experimentopfers suchen
QUEST_UNUSED_20151102_002957	Rucksack des Experimentopfers suchen
QUEST_UNUSED_20151102_002958	Experimentierbereich durchsuchen
QUEST_UNUSED_20151102_002959	Das Experimentopfer hat dich gebeten, die Dorfbewohner aus dem Bereich, in dem die Experimente durchgeführt werden, zu retten. Durchsuche den Experimentierbereich der Dämonen.
QUEST_UNUSED_20151102_002960	Mit dem Experimentopfer sprechen
QUEST_UNUSED_20151102_002961	Experimentausrüstung zerstören
QUEST_UNUSED_20151102_002962	Experimentausrüstung zerstören
QUEST_UNUSED_20151102_002963	Dämonenexperimentwerkzeug zerstören
QUEST_UNUSED_20151102_002964	Mit dem Mönch sprechen
QUEST_UNUSED_20151102_002965	Mit dem Mönch sprechen
QUEST_UNUSED_20151102_002966	Fragmente des heiligen Relikts besorgen
QUEST_UNUSED_20151102_002967	Besorge die Fragmente des von den Dämonen zerstörten Relikts.
QUEST_UNUSED_20151102_002968	Relikt platzieren
QUEST_UNUSED_20151102_002969	Relikt platzieren
QUEST_UNUSED_20151102_002970	Mit dem Mönch sprechen
QUEST_UNUSED_20151102_002971	Etwas finden, womit das Gerät überladen werden kann
QUEST_UNUSED_20151102_002972	Suche nach Objekten, die das Gerät vielleicht überladen können, und bringe sie Edmundas.
QUEST_UNUSED_20151102_002973	Schwarze Edelsteine sammeln
QUEST_UNUSED_20151102_002974	Schwarze Edelsteine sammeln und das Gerät überladen
QUEST_UNUSED_20151102_002975	Den Kristall entfernen
QUEST_UNUSED_20151102_002976	Die Schutzbarriere des Geräts nutzen und den Kristall entfernen
QUEST_UNUSED_20151102_002977	Mit Edmundas sprechen
QUEST_UNUSED_20151102_002978	Rosa retten
QUEST_UNUSED_20151102_002979	Jemand kontrolliert Rosas Gedanken. Rette sie.
QUEST_UNUSED_20151102_002980	Todesweber besiegen
QUEST_UNUSED_20151102_002981	Monster in der Nähe besiegen
QUEST_UNUSED_20151102_002982	Die Monster in der Umgebung von Edmundas und Rosa besiegen
QUEST_UNUSED_20151102_002983	Die Monster besiegen, die Edmundas und Rosa bedrohen
QUEST_UNUSED_20151102_002984	Mit der Zauberkundigen-Meisteranwärterin sprechen
QUEST_UNUSED_20151102_002985	Mit der Zauberkundigen-Meisteranwärterin sprechen
QUEST_UNUSED_20151102_002986	Mit der Zauberkundigenmeisterin sprechen
QUEST_UNUSED_20151102_002987	Mit der Zauberkundigenmeisterin sprechen
QUEST_UNUSED_20151102_002988	Dämonenessenz besorgen
QUEST_UNUSED_20151102_002989	Die Zauberkundigen-Meisteranwärterin benötigt Dämonenessenz, um einen Schutzbarrierekristall herzustellen. Besorge die nötige Menge Dämonenessenz.
QUEST_UNUSED_20151102_002990	Schutzbarrierekristall platzieren
QUEST_UNUSED_20151102_002991	Schutzbarrierekristall platzieren
QUEST_UNUSED_20151102_002992	Das Experimentnotizbuch des geheimnisvollen Zauberers besorgen
QUEST_UNUSED_20151102_002993	Das Experimentnotizbuch des geheimnisvollen Zauberers besorgen
QUEST_UNUSED_20151102_002994	Zuchtgerät abschalten
QUEST_UNUSED_20151102_002995	Das Riesenfarn-Sporenzuchtgerät abschalten
QUEST_UNUSED_20151102_002996	Nach Bürgermeister Romanas suchen
QUEST_UNUSED_20151102_002997	Im Wald verirrt
QUEST_UNUSED_20151102_002998	Der vermisste Bischof
QUEST_UNUSED_20151102_002999	Verbrannte Hinweise
QUEST_UNUSED_20151102_003000	Monsterkolonie
QUEST_UNUSED_20151102_003001	Groß angelegte Suchaktion
QUEST_UNUSED_20151102_003002	Monster in Distrikt 1 besiegen und die Notizen von Priesterin Gelija einsammeln
QUEST_UNUSED_20151102_003003	Agentin Larena hat dich gebeten, mit Happy, dem Hund der Priester, nach Spuren von ihnen zu suchen.
QUEST_UNUSED_20151102_003004	Spektermonarch besiegen
QUEST_UNUSED_20151102_003005	Monster in Distrikt 1 besiegen
QUEST_UNUSED_20151102_003006	Agentin Orwen hat dich gebeten, die Monster in Distrikt 1 zu besiegen, die die Suche behindern.
QUEST_UNUSED_20151102_003007	Den unheilvollen magischen Kreis deaktivieren
QUEST_UNUSED_20151102_003008	Agentin Orwen hat dich gebeten, alle magischen Kreise in Distrikt 1 zu deaktivieren. 1/2.
QUEST_UNUSED_20151102_003009	Voruntersuchung
QUEST_UNUSED_20151102_003010	Monster in Distrikt 3 besiegen
QUEST_UNUSED_20151102_003011	Agent Noah meint, dass er bei einigen Monstern dämonische Einflüsse bemerkt hat. Besiege die Monster in Distrikt 5, sammle ihr unreines Blut und kehre dann mit ihm zu Agent Noah zurück.
QUEST_UNUSED_20151102_003012	Verfolger Zegaus hat dich gebeten, die Monster in Distrikt 7 zu besiegen, um die Verwundeten zu beschützen.
QUEST_UNUSED_20151102_003013	Die gefährliche Spur
QUEST_UNUSED_20151102_003014	Bischof Urbonas' Verbleib
QUEST_UNUSED_20151102_003015	Das verfluchte Totem in Zone 3 zerstören
QUEST_UNUSED_20151102_003016	Fragmente des verfluchten Totems in Zone 4 zerstören
QUEST_UNUSED_20151102_003017	Verfluchtes Totem in Zone 4 inspizieren
QUEST_UNUSED_20151102_003018	Mit Verfolger Torvald sprechen
QUEST_UNUSED_20151102_003019	Verfolger Torvald hat dich gebeten, schwarze Holzstücke zu sammeln.
QUEST_UNUSED_20151102_003020	Verfolger Daran hat dich gebeten, die von Dämonen eingesetzten Objekte zu inspizieren. Besiege Dämonen und sammle die Beutel ein, die sie mit sich herumtragen.
QUEST_UNUSED_20151102_003021	Mit Verfolger Daran sprechen
QUEST_UNUSED_20151102_003022	Das verfluchte Totem in Bereich 2 zerstören
QUEST_UNUSED_20151102_003023	Mit Priesterin Irma sprechen
QUEST_UNUSED_20151102_003024	Den Feuerfürsten besiegen
QUEST_UNUSED_20151102_003025	Das verfluchte Totem in Bereich 4 zerstören
QUEST_UNUSED_20151102_003026	Priesterin Irma meint, dass du das Überwachungstotem zerstören sollst, um den Dämonenfürsten Marnox abzulenken. Dann kannst du dich in die 3. Etage des Ashaq-Untergrundgefängnisses begeben und die Dämonenbefehle beschaffen. Bringe die um das zweite Totem herumliegenden Dämonensteinteile an ihm an und zerstöre es dann.
QUEST_UNUSED_20151102_003027	Mit Gelija sprechen
QUEST_UNUSED_20151102_003028	Wenn und falls
QUEST_UNUSED_20151102_003029	Mit Priester Auranas sprechen
QUEST_UNUSED_20151102_003030	Mit Priester Dorian sprechen
QUEST_UNUSED_20151102_003031	Monster in Distrikt 3 besiegen
QUEST_UNUSED_20151102_003032	Tiefer unten
QUEST_UNUSED_20151102_003033	Mit Priesterin Gelija sprechen
QUEST_UNUSED_20151102_003034	Alles intakt
QUEST_UNUSED_20151102_003035	Das verfluchte Totem in Bereich 1 zerstören
QUEST_UNUSED_20151102_003036	Fell von Grünmonsterhase-Assassinen sammeln
QUEST_UNUSED_20151102_003037	Baskez benötigt das Fell von Grünmonsterhase-Assassinen, damit sich seine Kameraden gegen die Kälte schützen können. Jage Grünmonsterhase-Assassinen, um ihr Fell zu sammeln.
QUEST_UNUSED_20151102_003038	Blausiaulav-Magier-Notration sammeln
QUEST_UNUSED_20151102_003039	Versorgungsoffizierin Ronda möchte ihrer aktuellen Nahrungsmittelknappheit mit den Notrationen von Blausiaulav-Magiern entgegenwirken. Besiege Blausiaulav-Magier beim Lagerplatz und sammle ihre Notrationen ein.
QUEST_UNUSED_20151102_003040	Du hast die gewünschten Notrationen gesammelt. Bringe sie schnell Ronda.
QUEST_UNUSED_20151102_003041	Blaulapasape-Pilze sammeln
QUEST_UNUSED_20151102_003042	Der kommandierender Offizier Ades in Stogas möchte den bettlägerigen Zauberer heilen. Sammle Blaulapasape-Pilze, um das Fieber zu senken.
QUEST_UNUSED_20151102_003043	Du hast genug Blaulapasape-Pilze gesammelt. Bringe sie Ades.
QUEST_UNUSED_20151102_003044	Lapemann-Metallverzierungen und trockenes Holz beschaffen
QUEST_UNUSED_20151102_003045	Die Peltasta-Meisteranwärterin hat dich gebeten, Materialien für einen Schild zu sammeln. Sammle Lapemann-Metallverzierungen und trockenes Holz an der Paupys-Kreuzung.
QUEST_UNUSED_20151102_003046	Besiege Monster und lade den Edelstein mit Energie auf. Nutze dann den aufgeladenen Kristalledelstein, um den von der Krivis-Meisteranwärterin platzierten Flammenkorb zu entzünden.
