QUEST_LV_0200_20150317_000001	Philipas' Soldier
QUEST_LV_0200_20170313_010907	{nl}I'm sorry for the trouble...
QUEST_LV_0200_20170313_010908	Oh, hello, nice to see you here.
QUEST_LV_0200_20170313_010909	{nl}I'm afraid I was, yet again, attacked by a group of monsters.{nl}They were too many to handle with my weapons alone, but fortunately I had some paralyzing poison saved up for an emergency.
QUEST_LV_0200_20170313_010910	{nl}I barely managed to escape; I was just catching my breath right now.{nl}I think I'm going to need more poison if I want to keep looking for that flower...
QUEST_LV_0200_20170313_010911	{nl}I asked the tenants if there was any herb around with paralyzing effects, but it seems not.{nl}The only thing that does have those effects is Cyst fluid.
QUEST_LV_0200_20170313_010912	{nl}If it was a herb I could easily pick it myself... but a monster is a little too much for me.{nl}If that's okay, can I ask you to collect some Cyst fluid for me?
QUEST_LV_0200_20170313_010913	I'll give you an empty flask.{nl}Please collect the Cysts' fluid in it after you defeat them.{nl}Thank you for your kindness.
QUEST_LV_0200_20170313_010914	I do see a few Cysts over there... but I wouldn't dare go near them.
QUEST_LV_0200_20170313_010915	Thank you!{nl}I can coat my arrows with the fluid now and get moving.
QUEST_LV_0200_20170313_010916	{nl}This... Cyst fluid smells awful, now that I notice...{nl}I wonder if that's why it paralyzes other monsters...
QUEST_LV_0200_20170313_010917	Well, I'm still a little sore, but I'm all set to start moving again.{nl}I looked all around the farm but the Davelae flower was nowhere to be seen... the tenants had never heard about it, either.
QUEST_LV_0200_20170313_010918	{nl}I hear this road leads to the Reservoir, so that's the path I'm planning to take now.{nl}If you're going in the same direction, would you care to join me?
QUEST_LV_0200_20170313_010919	Very well, I'll get going then.{nl}I have my poisoned arrows now, so I can deal with a monster or two.
QUEST_LV_0200_20170313_010920	I'm afraid I'll have to owe you another favor.
QUEST_LV_0200_20170313_010921	{nl}It seems the Cyst fluid I was going to use for poison has attracted the monsters.{nl}As I was running away from them I accidentally broke the flask.
QUEST_LV_0200_20170313_010922	{nl}Suddenly a whole horde of them came running.{nl}Sigh... My wounds haven't healed yet and now I'm out of poison. I'm in a bit of a tough spot, but I have to make it through.
QUEST_LV_0200_20170313_010923	{nl}This is nothing, really, compared to the pain my daughter must be going through... I need to keep moving.
QUEST_LV_0200_20170313_010924	You must have been worried for me.{nl}After having depended on you so many times...
QUEST_LV_0200_20170313_010925	My body is starting to hurt all over.{nl}I need to take a Melbania antidote and keep looking for the Davelae flower...
QUEST_LV_0200_20170313_010926	Thank you...!{nl}This should be enough to cure the symptoms.
QUEST_LV_0200_20170313_010927	I'm starting to feel better now.{nl}Oh, and also... I asked a steward here and he said he's seen a flower that looks like the Davelae.
QUEST_LV_0200_20170313_010928	{nl}I want to keep moving right away... but in this condition, I don't think I can get too far...{nl}If that's alright, would you bring me the flower he mentioned?
QUEST_LV_0200_20170313_010929	He said he saw it near the Tvirta Reservoir Embankment.
QUEST_LV_0200_20170313_010930	I have a feeling this will be the flower I'm looking for.{nl}If it isn't... Well, I'll just have to keep looking...
QUEST_LV_0200_20170313_010931	Ooohh...! It looks... exactly like the Davelae...!{nl}I've been searching for this flower for so long... I can't even remember when I started.
QUEST_LV_0200_20170313_010932	{nl}My daughter can finally be healthy...{nl}Thank you... thank you so much!
QUEST_LV_0200_20170313_010933	{nl}I need to return to my daughter right away.{nl}Thank you for finding the flower... I'm forever grateful.
QUEST_LV_0200_20170313_010934	Will I finally find the flower here...?
QUEST_LV_0200_20170313_010935	So many thoughts run through my head when I'm wandering around.{nl}Most of all I think of my daughter...
QUEST_LV_0200_20170313_010936	It looks like I'm all out of food for Jareth.{nl}But I can't ask the commander... I need to find some food around here.
QUEST_LV_0200_20170313_010937	{nl}I don't think I've recovered enough to do it on my own, though...{nl}Would you find me some meat or something I can feed to Jareth?
QUEST_LV_0200_20170313_010938	{nl}You can probably hunt some Cockats around here, that should work.
QUEST_LV_0200_20170313_010939	You'll see plenty of Cockats in this region.{nl}Thanks for the help.
QUEST_LV_0200_20170313_010940	I'm going to need a lot of meat, considering how much Jareth eats.
QUEST_LV_0200_20170313_010941	I think this should be enough.{nl}Thank you.
QUEST_LV_0200_20170313_010942	There's a suspicious trap here.{nl}Remove it?
QUEST_LV_0200_20170313_010943	Are you saying the suspicious trap you found was made to attract monsters?
QUEST_LV_0200_20170313_010944	{nl}That has to have been set up by Evoniphon.{nl}Although I'd never heard of a trap like that.
QUEST_LV_0200_20170313_010945	{nl}We would be in big trouble if one us was caught in that trap.{nl}Thank you for letting us know.
QUEST_LV_0200_20170313_010946	I can finally move now, but I'm still really tired and dizzy.{nl}I was wondering if you could bring me some honey from the Pendrosiums.{nl}
QUEST_LV_0200_20170313_010947	Wow, thank you, I appreciate it.{nl}But the thing is, you can't just catch the Pendrosiums to get to the honey.
QUEST_LV_0200_20170313_010948	{nl}There's this scent I use after tiring them out a little.{nl}The Pendrosiums are really sensitive to it; a little whiff and they're knocked out. That's when you get the honey.
QUEST_LV_0200_20170313_010949	{nl}Just put the honey in bottle.{nl}There's plenty of Pendrosiums wandering around so they shouldn't be hard to find.
QUEST_LV_0200_20170313_010950	I can handle the hunger, but I can't stand being this dizzy...
QUEST_LV_0200_20170313_010951	You filled it all the way up!{nl}Thank you!
QUEST_LV_0200_20170313_010952	I don't know if the Hunters think all these demons are gathering here because of Evoniphon.
QUEST_LV_0200_20170313_010953	{nl}But right now there are just too many demons... I can barely move around.{nl} I'm especially worried about the Infrogalas Mages.{nl}They're too many for me to handle on my own.
QUEST_LV_0200_20170313_010954	It's dangerous out there, so be careful.
QUEST_LV_0200_20170313_010955	I really think something needs to be done about the Infrogalas Mages.
QUEST_LV_0200_20170313_010956	These demons just keep coming back, don't they?{nl}Still, I feel a little better now.
QUEST_LV_0200_20170313_010957	{nl}Thank you.
QUEST_LV_0200_20170313_010958	I just don't feel quite safe yet, you know.{nl}The energy left behind by the Brambles is still affecting Sirdgela Forest.
QUEST_LV_0200_20170313_010959	{nl}And if the monsters come all the way to Viltis Forest, then there's no way we can stop them.
QUEST_LV_0200_20170313_010960	{nl}On the road leading to Sirdgela Forest there's a place called Zvalge Forest Way.{nl}Some time ago I installed a few devices there to stop the demons from advancing.
QUEST_LV_0200_20170313_010961	{nl}The monsters didn't let me carry on though, and the devices were never activated.{nl}If only I can activate them now, we wouldn't have to worry about the monsters for a while...
QUEST_LV_0200_20170313_010962	Thank you so much for helping!{nl}The blocking devices are little tricky to activate, though, so let me explain.
QUEST_LV_0200_20170313_010963	{nl}I installed the four devices underground, so you won't see them at first.{nl}The orb will react when it's near the place where they're buried, so you'll know how to find them.
QUEST_LV_0200_20170313_010964	{nl}Once you find the devices, you need to turn on all four.{nl}They'll shut down after a while, so you'll have to be quick here.
QUEST_LV_0200_20170313_010965	{nl}Only after all the devices are on can they be activated.{nl}There will be monsters around, so be careful.
QUEST_LV_0200_20170313_010966	If you manage to activate the devices, it will keep the monsters of Sirdgela Forest from advancing here.
QUEST_LV_0200_20170313_010967	I'm glad you could activate the devices, that's a big relief to hear.{nl}Thank you.
QUEST_LV_0200_20170313_010968	I believe I've become a little sensitive recently.{nl}I have a strange feeling.
QUEST_LV_0200_20170313_010969	{nl}You've probably noticed all the Loftlems wandering around.{nl}I can't tell why, but the way they're moving seems a little strange.
QUEST_LV_0200_20170313_010970	{nl}I feel as if I'm being watched... I want to make sure, but I'm afraid they will notice if I try to investigate.{nl}Would you face a few Loftlems and bring me anything particular you may find?
QUEST_LV_0200_20170313_010971	Thank you.{nl}My intuition rarely fails, you see.
QUEST_LV_0200_20170313_010972	{nl}Make sure to bring back anything odd you may find.
QUEST_LV_0200_20170313_010973	I'm also curious to know what the Loftlems' structure is like.
QUEST_LV_0200_20170313_010974	So the Loftlems are carrying around strange devices, you say?{nl}Let me have a look.
QUEST_LV_0200_20170313_010975	Hmm, I'm not sure about the device, but it seems to record images through the monsters' eyes.{nl}It also contains some demon energy.
QUEST_LV_0200_20170313_010976	{nl}Why would the Loftlems be recording images... And the demon energy... what does this mean?{nl}There may not be a way to eradicate all the Loftlems, but we cannot let them use these devices.
QUEST_LV_0200_20170313_010977	{nl}We must do something about the demon energy.{nl}I do have an idea; would you be willing to help?
QUEST_LV_0200_20170313_010978	I'm thinking we could use something called a Hallucination Stone on the Loftlems.{nl}First, we're going to need Liverwort spores to make the stone.
QUEST_LV_0200_20170313_010979	{nl}But remember not to touch live Liverwort.{nl}The vacant lot south of Pakridy Entrance has plenty of dead Liverwort to collect, so I advise you to go there.{nl}
QUEST_LV_0200_20170313_010980	With the Hallucination Stones, we can make the Loftlems record false images.
QUEST_LV_0200_20170313_010981	That's quite a lot your brought... thank you.{nl}I'll get started on the stone right away.
QUEST_LV_0200_20170313_010982	The Hallucination Stones are complete.{nl}Not it only needs to be buried in the grounds near the monsters.
QUEST_LV_0200_20170313_010983	{nl}Could I ask you to take the Stones and bury them for me?{nl}I'm afraid the monsters will suspect if they notice me doing anything unusual.
QUEST_LV_0200_20170313_010984	You may bury them in three different spots along the road.
QUEST_LV_0200_20170313_010985	I just wonder why they are collecting these images.{nl}They're monsters, what are they possibly doing with them...?
QUEST_LV_0200_20170313_010986	I ought to investigate this further and alert the order.{nl}I'm extremely thankful for your help.
QUEST_LV_0200_20170313_010987	Hang on... I can't let the Dico Tomb Thieves find those chests, though.{nl}They get a hold of them, my superiors are gonna kill me.
QUEST_LV_0200_20170313_010988	{nl}Oh, I got it! I can just make a few fake chests, they'll never know!{nl}If you got any time on your hands, do you wanna find me some stuff I can put inside?
QUEST_LV_0200_20170313_010989	I'll be here making the chests.{nl}There's a lot of Moyas around here, maybe you can get some rocks or something from them, that'd be perfect.
QUEST_LV_0200_20170313_010990	I hid everything at the Gerove Workshop Site; put the fake chests in a place where they can see it, too.{nl}I'm guessing they'll think they're ours and steal them.
QUEST_LV_0200_20170313_010991	Woah, yeah, that's more than enough.{nl}Thanks a lot.
QUEST_LV_0200_20170313_010992	I'm making the fake chests to fool those Dico guys.{nl}Can't let them get their hands on the stuff we have over at the Gerove Workshop Site, ya know.
QUEST_LV_0200_20170313_010993	{nl}I'm thinking I should get some "treasures" to plant around the fake chests, too...{nl}Have you seen those Saltisdaughter wands?
QUEST_LV_0200_20170313_010994	{nl}They have some sort of crystals at the end that look hella expensive.{nl}Can you bring me some of those crystals?
QUEST_LV_0200_20170313_010995	Alright, I'm counting on you.{nl}I'll be here preparing the rest of the chests.
QUEST_LV_0200_20170313_010996	I bet you those guys are just gonna take the chests without even looking inside.{nl}It's not like they have the guts to stay more than a few minutes, anyway.
QUEST_LV_0200_20170313_010997	Woah... Are you sure these came from the monster wands?{nl}Bet I could make some nice cash selling this stuff in the market... Thanks, anyway.{nl}I'll take care of the rest.
QUEST_LV_0200_20170313_010998	Guard Horton
QUEST_LV_0200_20170313_010999	Do you see the flooded district below the tower?{nl}There's something shiny there and I'm really curious to know what it is.
QUEST_LV_0200_20170313_011000	{nl}I think it might be a gem, but my boss is always watching so I can't go down and check.{nl}And I wouldn't dare go down there by myself with all the monsters around.
QUEST_LV_0200_20170313_011001	{nl}If you don't mind, would you go and see what it is?{nl}If it really is a gem, I'll make sure to give you a proper reward.
QUEST_LV_0200_20170313_011002	I think there may be more than one gem, so please look carefully.
QUEST_LV_0200_20170313_011003	Sometimes the guards will find antiques in the petrified city.{nl}It could very well be possible that there are treasures hidden at the Flooded District, too.
QUEST_LV_0200_20170313_011004	So the shiny object was an old magic circle?{nl}I don't recall hearing about a magic circle ever existing in the Flooded District.
QUEST_LV_0200_20170313_011005	{nl}I'm guessing it was a magic circle someone started to make a long time ago.{nl}Seeing as it was abandoned, it can't have been very important.
QUEST_LV_0200_20170313_011006	With the way the world is today, we don't get many supplies coming in.{nl}We're constantly short on rations, so the soldiers often need to get food from around the area.
QUEST_LV_0200_20170313_011007	{nl}Do you see those chests under the tower{nl}That's where we hide our emergency food supplies.
QUEST_LV_0200_20170313_011008	{nl}We can easily see who accesses them from the top of the tower, and the monsters don't know about them, either.{nl}If that's alright, would you bring me a bag of food from there?
QUEST_LV_0200_20170313_011009	{nl}I didn't have anything for breakfast and I'm a little hungry now.{nl}I'm afraid I can't leave my post... Please do me the favor.
QUEST_LV_0200_20170313_011010	Any chest is fine.{nl}I'll warn the other guards.
QUEST_LV_0200_20170313_011011	We find these emergency food supplies useful when our rations are late.
QUEST_LV_0200_20170313_011012	This is more than enough!{nl}I'll make sure to share with the other soldiers.
QUEST_LV_0200_20170313_011013	Guard Manderson
QUEST_LV_0200_20170313_011014	As you may know, this entire area was petrified by Ruklys' curse.
QUEST_LV_0200_20170313_011015	{nl}Many objects lost here are now inside the stomachs of monsters.{nl}Rumor has it they gobbled up a few expensive items as well.
QUEST_LV_0200_20170313_011016	{nl}Don't ask me how those things are still alive when everything else turned to stone.{nl}In any case, I would really like to find out if the rumors are true, but with my superior right in front...
QUEST_LV_0200_20170313_011017	{nl}If you don't mind, would you check for me?{nl}The Coastal Fortress isn't very far...
QUEST_LV_0200_20170313_011018	If you find anything, make sure to bring it to me immediately.
QUEST_LV_0200_20170313_011019	The Coastal Fortress may be dangerous, but who knows what kind of treasures are still lost there.
QUEST_LV_0200_20170313_011020	These are some heavy pouches you brought!
QUEST_LV_0200_20170313_011021	There doesn't seem to be anything good in here.{nl}There's a ring, but it looks old.
QUEST_LV_0200_20170313_011022	{nl}Oh, there's something engraved in it.{nl}It's a little hard to read...
QUEST_LV_0200_20170313_011023	{nl}Lyshys Beacon Mound?{nl}That's the name of a place... 
QUEST_LV_0200_20170313_011024	{nl}I wonder what it means.{nl}Would you go there and check?
QUEST_LV_0200_20170313_011025	Lyshys Beacon Mound is in the Coastal Fortress.{nl}The ring could be a sort of key, so make sure to take it with you.
QUEST_LV_0200_20170313_011026	If you find any treasures, please don't tell anyone.{nl}We're bound to get in trouble, especially if any robbers find out about it.
QUEST_LV_0200_20170313_011027	So it was only a meeting place for an illegal trade?{nl}That's very far from what I imagined...
QUEST_LV_0200_20170313_011028	{nl}No treasure, either...{nl}It doesn't sound like much, does it? I should let it go.
QUEST_LV_0200_20170313_011029	{nl}Oh, but do keep this a secret from Rofdel and the other guards.{nl}I wouldn't want them to misunderstand.
QUEST_LV_0200_20170313_011030	Coming all the way up at the start of my shift is the worst.{nl}I'm tired and it's so dangerous out here.
QUEST_LV_0200_20170313_011031	Sometimes our rations arrive late and we resort to emergency food supplies.{nl}Of course, the place where we keep them is a secret.
QUEST_LV_0200_20170313_011032	I heard some thieves were looking for expensive items in this area.{nl}Even the guards sometimes find antiques there, can you imagine?
QUEST_LV_0200_20170313_011033	The hardest thing for me is climbing all the way to the top of the tower.{nl}I just envy the people who work at the bottom, that's all.
QUEST_LV_0200_20170313_011034	I ate some Melatinun meat on my way here, but it must have been toxic.{nl}The monsters took all my food too when they stole my weapons, you see.
QUEST_LV_0200_20170313_011035	{nl}I've been surviving on any scraps of food I've been able to find, but I really shouldn't have eaten that Melatinun meat.{nl}I did ask around and it seems the Melania herbs that grow nearby are detoxifying.
QUEST_LV_0200_20170313_011036	{nl}I need to gather all the strength I can and go find the Davelae, but in this condition...{nl}If you can, please bring me some Melania...
QUEST_LV_0200_20170313_011037	Welcome.{nl}Oh, I don't believe I've seen you before, adventurer.
QUEST_LV_0200_20170313_011038	{nl}There may be few of us, but we are working hard to stop the demons.{nl}That said, we can always use the help of any brave adventurers.
QUEST_LV_0200_20170313_011039	{nl}If you enter this mission, you must protect the Divine Torch from the demons.{nl}This may sound simple, but be careful, as the demons become stronger and stronger over time.
QUEST_LV_0200_20170313_011040	{nl}Once in a while you will also see a treasure chest appear; be sure to open it.{nl}Now, if you wish to enter the mission, just give me the word.
QUEST_LV_0200_20170313_011041	This is a warning to all adventurers attempting to enter the Narcon Prison!{nl}The Royal Army has reported that this dungeon is currently inhabited by large numbers of demons.
QUEST_LV_0200_20170313_011042	In der Nähe des Gaudezi-Altars wurde ein unbekannter magischer Gegenstand gefunden.{nl} Finde Lamar, nachdem du mit Maras gesprochen hast.
QUEST_LV_0200_20170313_011043	Erstatte der Klerikermeisterin Bericht, die das Heiligtum leitet.
QUEST_LV_0200_20170313_011044	Finde die Klerikermeisterin und erzähle ihr vom Heiligtum!
QUEST_LV_0200_20170313_011045	Dem Heiligtum die Spende anbieten …
QUEST_LV_0200_20170313_011046	Ich spende 10 Silber.
QUEST_LV_0200_20170313_011047	Schriftrolle holen …
QUEST_LV_0200_20170313_011048	Ein Zauberstab ist nützlich (1)
QUEST_LV_0200_20170313_011049	Ein Zauberstab ist nützlich (2)
QUEST_LV_0200_20170313_011050	Ich werde darüber nachdenken.
QUEST_LV_0200_20170313_011051	Ein Zauberstab ist nützlich (3)
QUEST_LV_0200_20170313_011052	Ein Zauberstab ist nützlich (4)
QUEST_LV_0200_20170313_011053	Ein Zauberstab ist nützlich (5)
QUEST_LV_0200_20170313_011054	Ein Zauberstab ist nützlich (6)
QUEST_LV_0200_20170313_011055	Ich werden den magischen Kreis vervollständigen.
QUEST_LV_0200_20170313_011056	Du kannst den Kreis selbst vervollständigen.
QUEST_LV_0200_20170313_011057	Zum Weg der ewigen Ruhe
QUEST_LV_0200_20170313_011058	Ich habe leider keine Zeit, um zu helfen.
QUEST_LV_0200_20170313_011059	Um der Tochter willen (1)
QUEST_LV_0200_20170313_011060	Um der Tochter willen (2)
QUEST_LV_0200_20170313_011061	Ein furchtbarer Geruch (1)
QUEST_LV_0200_20170313_011062	Das ist eklig.
QUEST_LV_0200_20170313_011063	Ein furchtbarer Geruch (2)
QUEST_LV_0200_20170313_011064	Ich möchte dich nicht wirklich begleiten.
QUEST_LV_0200_20170313_011065	Der Wert einer Blume (1)
QUEST_LV_0200_20170313_011066	Du siehst nicht gut aus.
QUEST_LV_0200_20170313_011067	Ich habe sonst nichts weiter zu sagen.
QUEST_LV_0200_20170313_011068	Der Wert einer Blume (2)
QUEST_LV_0200_20170313_011069	Mangelhafte Ernährung
QUEST_LV_0200_20170313_011070	Ich kann für dich Fleisch besorgen.
QUEST_LV_0200_20170313_011071	Es ist eine Falle! Oder doch nicht …?
QUEST_LV_0200_20170313_011072	Ich werde dies beseitigen.
QUEST_LV_0200_20170313_011073	Ich will nichts Verdächtiges anfassen.
QUEST_LV_0200_20170313_011074	Wiederbelebt
QUEST_LV_0200_20170313_011075	Ich habe leider eine Honigallergie.
QUEST_LV_0200_20170313_011076	Sicherheitsvorkehrungen (1)
QUEST_LV_0200_20170313_011077	Ich erledige das für dich.
QUEST_LV_0200_20170313_011078	Ich bin sicher, dass du das allein schaffst.
QUEST_LV_0200_20170313_011079	Sicherheitsvorkehrungen (2)
QUEST_LV_0200_20170313_011080	Du brauchst dir keine Sorgen machen.
QUEST_LV_0200_20170313_011081	Aktivieren …
QUEST_LV_0200_20170313_011082	Unter Beobachtung (1)
QUEST_LV_0200_20170313_011083	Wahrscheinlich bilde ich es mir nur ein.
QUEST_LV_0200_20170313_011084	Unter Beobachtung (2)
QUEST_LV_0200_20170313_011085	Sag mir einfach, was du brauchst. Egal, was es ist.
QUEST_LV_0200_20170313_011086	Unter Beobachtung (3)
QUEST_LV_0200_20170313_011087	Ich kann sie vergraben.
QUEST_LV_0200_20170313_011088	Du kannst sie selbst vergraben.
QUEST_LV_0200_20170313_011089	Nur ein Stein
QUEST_LV_0200_20170313_011090	Nützliche Täuschung
QUEST_LV_0200_20170313_011091	Unglaubliche Sehkraft
QUEST_LV_0200_20170313_011092	Notration Vorräte
QUEST_LV_0200_20170313_011093	Schatzjagd (1)
QUEST_LV_0200_20170313_011094	Schatzjagd (2)
QUEST_LV_0200_20170313_011095	Die nahenden Dämonen besiegen
QUEST_LV_0200_20170313_011096	Mithilfe der Bergaufabwehr-Mission kannst du jetzt verschiedene Gegenstände erhalten!{nl}Drücke F5, um im Quest-Infofenster mehr Informationen zu erhalten!
QUEST_LV_0200_20170313_011097	Nahende Dämonen
QUEST_LV_0200_20170313_011098	Du kannst jetzt Jagdgebiete benutzen!{nl}Drücke F5, um im Quest-Infofenster mehr Informationen zu erhalten!
QUEST_LV_0200_20170313_011099	Entzifferung der mysteriösen Inschrift (1)
QUEST_LV_0200_20170313_011100	Ich zeige dir die Kopie, damit du sie lesen kannst.
QUEST_LV_0200_20170313_011101	Entzifferung der mysteriösen Inschrift (2)
QUEST_LV_0200_20170313_011102	Hattest du an etwas Bestimmtes gedacht?
QUEST_LV_0200_20170313_011103	Ich muss mich leider um andere Sachen kümmern.
QUEST_LV_0200_20170313_011104	Entzifferung der mysteriösen Inschrift (3)
QUEST_LV_0200_20170313_011105	Wir müssen sie finden, egal, was es kostet.
QUEST_LV_0200_20170313_011106	An einem unerwarteten Ort
QUEST_LV_0200_20170313_011107	Du solltest es selbst finden.
QUEST_LV_0200_20170313_011108	Die Aufgabe des Seelsorgermeisters
QUEST_LV_0200_20170313_011109	Ich kann das Heiligpuder selbst besorgen.
QUEST_LV_0200_20170313_011110	Die Situation des Seelsorgermeisters wird erklärt.
QUEST_LV_0200_20170313_011111	Die Quelle des Fluchs
QUEST_LV_0200_20170313_011112	Ich kann die Dämmermaidessenz beschaffen.
QUEST_LV_0200_20170313_011113	Ich möchte mich jetzt eine Weile ausruhen.
QUEST_LV_0200_20170313_011114	Wütende Bienen (1)
QUEST_LV_0200_20170313_011115	Wie können wir dafür sorgen, dass diese Bienen sich beruhigen?
QUEST_LV_0200_20170313_011116	Das klingt nicht sonderlich schwierig.
QUEST_LV_0200_20170313_011117	Wütende Bienen (2)
QUEST_LV_0200_20170313_011118	Ich werde die Kerze selbst platzieren.
QUEST_LV_0200_20170313_011119	Mein bester Freund
QUEST_LV_0200_20170313_011120	Ich werde es dir beweisen!
QUEST_LV_0200_20170313_011121	Den göttlichen Geist besänftigen
QUEST_LV_0200_20170313_011122	Ich kann versuchen, den göttlichen Geist für dich zu besänftigen.
QUEST_LV_0200_20170313_011123	Warum machst du es nicht selbst?
QUEST_LV_0200_20170313_011124	Die Ewige Ruhe wird gestört
QUEST_LV_0200_20170313_011125	Ich werde diesen bösen Geist finden.
QUEST_LV_0200_20170313_011126	Qualitätsurkunde [Schätzer-Aufstieg] (1) 
QUEST_LV_0200_20170313_011127	Qualitätsurkunde [Schätzer-Aufstieg] (2) 
QUEST_LV_0200_20170313_011128	Die Qualitätsurkunde zustellen
QUEST_LV_0200_20170313_011129	Okay, ich werde mit den Gegenständen zurückkehren.
QUEST_LV_0200_20170313_011130	Den Megel und %s besiegen
QUEST_LV_0200_20170313_011131	Gut gehacktes Holz sammeln
QUEST_LV_0200_20170313_011132	Der Bauer Druva will eine Vogelscheuche aufbauen, die Monster vertreibt. Sammle gut gehacktes Holz als Material für die Vogelscheuche. 
QUEST_LV_0200_20170313_011133	Du hast das ganze gut gehackte Holz gesammelt. Kehre zum Bauern Druva zurück. 
QUEST_LV_0200_20170313_011134	Als du den Altar berührt hast, erschien der Geist des Pilgers und begann, nahe Monster herbeizurufen. Besiege alle Monster und versuche wieder zu reden.
QUEST_LV_0200_20170313_011135	Den Schmied in Klaipeda nach Kleber fragen
QUEST_LV_0200_20170313_011136	Frag den Schmied in Klaipeda nach Kleber, um den Grabstein zu reparieren.
QUEST_LV_0200_20170313_011137	Im Wohnviertel Weißdandel besiegen und %s sammeln
QUEST_LV_0200_20170313_011138	Totgeborene Rotskaps besiegen und %s sammeln
QUEST_LV_0200_20170313_011139	Blauphiolen besiegen und %s sammeln
QUEST_LV_0200_20170313_011140	Die mysteriöse Falle untersuchen 
QUEST_LV_0200_20170313_011141	Auf der Waldhügelstraße, am Sonnenbadeort Juklas, wurde eine mysteriöse Falle entdeckt. Untersuche die Falle, bevor jemand verletzt wird. 
QUEST_LV_0200_20170313_011142	Das verdächtige Zauberstabfragment überprüfen
QUEST_LV_0200_20170313_011143	Auf dem Boden liegt ein verdächtiges Zauberstabfragment.
QUEST_LV_0200_20170313_011144	Das Zauberstabfragment hat Monster in der Nähe angelockt. Besiege alle Monster!
QUEST_LV_0200_20170313_011145	Jemanden finden, den du zu dem Zauberstabfragment befragen kannst
QUEST_LV_0200_20170313_011146	Du hast ein Fragment erhalten, das eine schwache göttliche Energie von sich gibt. Finde einen Priester, der dir helfen kann, das Fragment zu analysieren. Fang mit Priester Aden in der Hauptkammer an.
QUEST_LV_0200_20170313_011147	Die durch das Fragment angelockten Monster besiegen
QUEST_LV_0200_20170313_011148	Priester Aden hat die Analyse des Fragments abgeschlossen. Sprich mit Priester Aden.
QUEST_LV_0200_20170313_011149	Von den Monstern ein weiteres Fragment besorgen
QUEST_LV_0200_20170313_011150	Priester Aden hat gesehen, dass die Monster ein weiteres Fragment bei sich haben, das dem ähnelt, das du gefunden hast. Besorge das Fragment von den Monstern.
QUEST_LV_0200_20170313_011151	Du hast ein weiteres Fragment von den Monstern besorgt. Bring es Priester Aden.
QUEST_LV_0200_20170313_011152	Monster in der Nähe besiegen und %s besorgen
QUEST_LV_0200_20170313_011153	Priester Aden will dir etwas zu dem Fragment mitteilen. Sprich mit Priester Aden.
QUEST_LV_0200_20170313_011154	Gehe zum großen Korridor und finde Priester Ruodell.
QUEST_LV_0200_20170313_011155	 Priester Ruodell will dir etwas zu dem Fragment mitteilen. Sprich mit Priester Ruodell.
QUEST_LV_0200_20170313_011156	Priester Ruodell glaubt, dass die göttliche Energie, die durch die Analyse des Zauberstabfragments freigesetzt wurde, Monster in der Nähe anlocken könnte. Besiege alle Monster in der Umgebung, damit euch beiden nichts passiert.
QUEST_LV_0200_20170313_011157	Du hast genug Monster in diesem Gebiet besiegt. Sprich mit Priester Ruodell.
QUEST_LV_0200_20170313_011158	Priester Ruodell hat die Fragmente wieder zusammengefügt. Sprich mit Priester Ruodell.
QUEST_LV_0200_20170313_011159	Priester Ruodell glaubt, dass der reparierte Zauberstab für Priester Goda nützlich sein wird, der am Heiligtum einen magischen Kreis vorbereitet. Sprich mit Priester Goda.
QUEST_LV_0200_20170313_011160	Priester Goda will dir etwas mitteilen. Sprich mit Priester Goda.
QUEST_LV_0200_20170313_011161	Den unvollendeten magischen Kreis vollenden
QUEST_LV_0200_20170313_011162	Priester Goda hat dich gebeten, seinen magischen Kreis mit dem Zauberstab zu vollenden. Die göttliche Energie im Kreis könnte nahe Dämonen anlocken, die versuchen werden, ihn zu zerstören. Besiege deshalb alle sich nähernden Dämonen und schütze den magischen Kreis, bis er vollendet ist.
QUEST_LV_0200_20170313_011163	Der magische Kreis ist jetzt vollendet. Sprich mit Priester Goda.
QUEST_LV_0200_20170313_011164	Priesterin Roana wirkt wegen etwas besorgt. Sprich mit Priesterin Roana.
QUEST_LV_0200_20170313_011165	Die Bestatter läutern
QUEST_LV_0200_20170313_011166	Priesterin Roana will die Geister, die in den Bestattern gefangen sind, zum Weg der ewigen Ruhe geleiten. Reduziere die HP der Bestatter auf mindestens 30 % und benutze dann das Weihwasser von Priesterin Roana mit ihnen, um sie zu läutern.
QUEST_LV_0200_20170313_011167	Du hast alle Bestatter in der Nähe geläutert. Sprich mit Priesterin Roana.
QUEST_LV_0200_20170313_011168	Mit Edward sprechen
QUEST_LV_0200_20170313_011169	Edward macht sich über etwas große Sorgen. Sprich mit Edward.
QUEST_LV_0200_20170313_011170	Edwards Ausrüstung finden
QUEST_LV_0200_20170313_011171	Edwards Ausrüstung wurde von Monstern gestohlen. Hole Edwards Ausrüstung von den Monstern zurück.
QUEST_LV_0200_20170313_011172	Du hast Edwards ganze Ausrüstung gefunden. Bring sie zu Edward.
QUEST_LV_0200_20170313_011173	Gelbrotechsenmenschen besiegen und %s sammeln
QUEST_LV_0200_20170313_011174	Widderbär-Bogenschützen besiegen und %s sammeln
QUEST_LV_0200_20170313_011175	Edward will dir etwas mitteilen. Sprich mit Edward.
QUEST_LV_0200_20170313_011176	Die unbekannte Blume pflücken
